course_id,grade,lesson_id,step_id,remedial,source,prompt,correct_option,correct_length,longest_wrong_length,longest_option_leak,punctuation_leak,blind_guess_test,distractor_taxonomy,unmapped_distractors,distractor_quality,decision
add-subtract-10-k,0,koa-03-04,ch1,no,content/courses/add-subtract-10-k/lessons/koa-03-04.json,9 ducks swim in a pond. 2 ducks fly away. What should you do to find how many ducks are left?,Subtract,8,35,no,no,PASS,inside-vs-derivative|inside-vs-derivative,0,PASS,KEEP
add-subtract-10-k,0,koa-03-04,rem-koa-choose-operation-k,yes,content/courses/add-subtract-10-k/lessons/koa-03-04.json,5 ducks swim in a pond. 2 more ducks swim over. What should you do to find how many ducks are in the pond?,Add,3,24,no,no,PASS,inside-vs-derivative|inside-vs-derivative,0,PASS,KEEP
add-subtract-10-k,0,koa-03-05,k1,no,content/courses/add-subtract-10-k/lessons/koa-03-05.json,"""5 cats sit on a wall. 2 jump down."" Which drawing shows this story?","5 cats drawn, with 2 crossed out",32,31,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-10-k,0,koa-03-05,k2,no,content/courses/add-subtract-10-k/lessons/koa-03-05.json,"""4 cats sit on a wall. 3 jump down."" Which drawing shows this story?","4 cats drawn, with 3 crossed out",32,31,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-10-k,0,koa-03-05,k3,no,content/courses/add-subtract-10-k/lessons/koa-03-05.json,"""3 cats sit on a wall. 1 jump down."" Which drawing shows this story?","3 cats drawn, with 1 crossed out",32,31,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-10-k,0,koa-03-05,ch1,no,content/courses/add-subtract-10-k/lessons/koa-03-05.json,"""5 cats sit on a wall. 3 jump down."" Which drawing shows this story?","5 cats drawn, with 3 crossed out",32,31,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-10-k,0,koa-03-05,rem-koa-model-story-k,yes,content/courses/add-subtract-10-k/lessons/koa-03-05.json,"""5 cats sit on a wall. 2 jump down."" Which drawing shows this story?","5 cats drawn, with 2 crossed out",32,31,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-100,2,as100-01-01,k3,no,content/courses/add-subtract-100/lessons/as100-01-01.json,Which is a double?,5 + 5,5,6,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-100,2,as100-01-02,k3,no,content/courses/add-subtract-100/lessons/as100-01-02.json,Which double helps solve 5 + 6?,"5 + 5, then add 1",17,17,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-100,2,as100-01-03,k3,no,content/courses/add-subtract-100/lessons/as100-01-03.json,What's the FASTEST way to solve 9 + 2?,"count on: 10, 11",16,20,no,yes,FAIL,authored-specific-rationale|authored-specific-rationale,0,PASS,REMEDIATE
add-subtract-100,2,as100-02-01,k3,no,content/courses/add-subtract-100/lessons/as100-02-01.json,60 + 30 = ?,90,2,2,no,no,PASS,place-value|place-value,0,PASS,KEEP
add-subtract-100,2,as100-02-02,k3,no,content/courses/add-subtract-100/lessons/as100-02-02.json,62 + 7 = ?,69,2,3,no,no,PASS,place-value|authored-specific-rationale,0,PASS,KEEP
add-subtract-100,2,as100-02-03,k3,no,content/courses/add-subtract-100/lessons/as100-02-03.json,Which split solves 61 + 27?,(60 + 20) and (1 + 7),21,21,no,no,PASS,place-value|place-value,0,PASS,KEEP
add-subtract-100,2,as100-02-04,k3,no,content/courses/add-subtract-100/lessons/as100-02-04.json,When do the ones need a trade?,when they make 10 or more,25,24,no,no,PASS,place-value|place-value,0,PASS,KEEP
add-subtract-100,2,as100-03-01,k3,no,content/courses/add-subtract-100/lessons/as100-03-01.json,80 − 20 = ?,60,2,3,no,no,PASS,place-value|place-value,0,PASS,KEEP
add-subtract-100,2,as100-03-02,k3,no,content/courses/add-subtract-100/lessons/as100-03-02.json,96 − 4 = ?,92,2,2,no,no,PASS,place-value|authored-specific-rationale,0,PASS,KEEP
add-subtract-100,2,as100-03-03,k3,no,content/courses/add-subtract-100/lessons/as100-03-03.json,Which split solves 95 − 63?,(90 − 60) and (5 − 3),21,21,no,no,PASS,place-value|place-value,0,PASS,KEEP
add-subtract-100,2,as100-03-04,k3,no,content/courses/add-subtract-100/lessons/as100-03-04.json,When do we break a ten?,when the ones are too few to take from,38,22,no,no,PASS,place-value|place-value,0,PASS,KEEP
add-subtract-100,2,as100-04-01,k3,no,content/courses/add-subtract-100/lessons/as100-04-01.json,"46 fish, 17 more added, then 23 scooped out. What do you do FIRST?",add: 46 + 17 = 63,17,22,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-100,2,as100-04-02,k3,no,content/courses/add-subtract-100/lessons/as100-04-02.json,60 − 35: what happens in the ones?,break a ten — 0 can't lose 5,28,23,no,no,PASS,place-value|place-value,0,PASS,KEEP
add-subtract-100,2,as100-04-03,k3,no,content/courses/add-subtract-100/lessons/as100-04-03.json,"Mia has 52 stamps, Sam has 38. How many MORE does Mia have?",subtract: 52 − 38 = 14,22,17,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-100,2,as100-05-01,ch1,no,content/courses/add-subtract-100/lessons/as100-05-01.json,Which number is EVEN?,48,2,2,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-100,2,as100-05-01,rem-oe-k,yes,content/courses/add-subtract-100/lessons/as100-05-01.json,Is 5 odd or even?,odd,3,4,no,no,PASS,authored-specific-rationale,0,PASS,KEEP
add-subtract-100,2,as100-05-02,k3,no,content/courses/add-subtract-100/lessons/as100-05-02.json,Every double (like 7 + 7) is always...,even,4,13,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-01-01,k3,no,content/courses/add-subtract-1000-g2/lessons/g2b-01-01.json,"Before computing 367 + 173, about how big should the answer be?",About 600 — round each and add,30,38,no,no,PASS,place-value|authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-01-02,k3,no,content/courses/add-subtract-1000-g2/lessons/g2b-01-02.json,"Before computing 382 + 234, about how big should the answer be?",About 600 — round each and add,30,38,no,no,PASS,place-value|authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-01-03,k3,no,content/courses/add-subtract-1000-g2/lessons/g2b-01-03.json,"While solving with 256, a student trades ten ones for a ten. Why is that allowed?",Because ten ones and one ten are equal amounts,46,42,no,no,PASS,authored-specific-rationale|place-value|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-01-04,k3,no,content/courses/add-subtract-1000-g2/lessons/g2b-01-04.json,A build shows 11 tens. What does trading do with them?,Trade ten of the tens for one hundred,37,45,no,no,PASS,place-value|place-value|place-value,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-01-05,k3,no,content/courses/add-subtract-1000-g2/lessons/g2b-01-05.json,"While solving with 355, a student trades ten ones for a ten. Why is that allowed?",Because ten ones and one ten are equal amounts,46,42,no,no,PASS,authored-specific-rationale|place-value|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-02-01,k3,no,content/courses/add-subtract-1000-g2/lessons/g2b-02-01.json,"Before computing 477 + 244, about how big should the answer be?",About 700 — round each and add,30,38,no,no,PASS,place-value|authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-02-02,k3,no,content/courses/add-subtract-1000-g2/lessons/g2b-02-02.json,"While solving with 338, a student trades ten ones for a ten. Why is that allowed?",Because ten ones and one ten are equal amounts,46,42,no,no,PASS,authored-specific-rationale|place-value|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-02-03,k3,no,content/courses/add-subtract-1000-g2/lessons/g2b-02-03.json,A build shows 14 tens. What does trading do with them?,Trade ten of the tens for one hundred,37,45,no,no,PASS,place-value|place-value|place-value,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-02-04,k3,no,content/courses/add-subtract-1000-g2/lessons/g2b-02-04.json,"While solving with 256, a student trades ten ones for a ten. Why is that allowed?",Because ten ones and one ten are equal amounts,46,42,no,no,PASS,authored-specific-rationale|place-value|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-03-01,k3,no,content/courses/add-subtract-1000-g2/lessons/g2b-03-01.json,You want to add 199 + 350 in your head. Which tool fits?,An open number line with friendly jumps,39,33,no,no,PASS,authored-specific-rationale|authored-specific-rationale|place-value,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-03-02,k3,no,content/courses/add-subtract-1000-g2/lessons/g2b-03-02.json,A build shows 12 tens. What does trading do with them?,Trade ten of the tens for one hundred,37,45,no,no,PASS,place-value|place-value|place-value,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-03-03,k1,no,content/courses/add-subtract-1000-g2/lessons/g2b-03-03.json,"While solving with 345, a student trades ten ones for a ten. Why is that allowed?",Because ten ones and one ten are equal amounts,46,42,no,no,PASS,authored-specific-rationale|place-value|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-03-03,k2,no,content/courses/add-subtract-1000-g2/lessons/g2b-03-03.json,"While solving with 567, a student trades ten ones for a ten. Why is that allowed?",Because ten ones and one ten are equal amounts,46,42,no,no,PASS,authored-specific-rationale|place-value|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-03-03,ch1,no,content/courses/add-subtract-1000-g2/lessons/g2b-03-03.json,"While solving with 248, a student trades ten ones for a ten. Why is that allowed?",Because ten ones and one ten are equal amounts,46,42,no,no,PASS,authored-specific-rationale|place-value|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-03-03,rem-g2b-explain-k,yes,content/courses/add-subtract-1000-g2/lessons/g2b-03-03.json,"While solving with 345, a student trades ten ones for a ten. Why is that allowed?",Because ten ones and one ten are equal amounts,46,42,no,no,PASS,authored-specific-rationale|place-value|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-03-05,k1,no,content/courses/add-subtract-1000-g2/lessons/g2b-03-05.json,Which method fits 402 − 188 best?,Column work with trading,24,27,no,no,PASS,authored-specific-rationale|authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-03-05,k2,no,content/courses/add-subtract-1000-g2/lessons/g2b-03-05.json,Which method fits 499 + 400 best?,Mental math — just add the hundreds,35,27,no,yes,FAIL,place-value|authored-specific-rationale|authored-specific-rationale,0,PASS,REMEDIATE
add-subtract-1000-g2,2,g2b-03-05,k3,no,content/courses/add-subtract-1000-g2/lessons/g2b-03-05.json,"Before computing 273 + 242, about how big should the answer be?",About 500 — round each and add,30,38,no,no,PASS,place-value|authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-03-05,ch1,no,content/courses/add-subtract-1000-g2/lessons/g2b-03-05.json,Which method fits 402 − 178 best?,Column work with trading,24,27,no,no,PASS,authored-specific-rationale|authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g2,2,g2b-03-05,rem-g2b-method-k,yes,content/courses/add-subtract-1000-g2/lessons/g2b-03-05.json,Which method fits 402 − 188 best?,Column work with trading,24,27,no,no,PASS,authored-specific-rationale|authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g3,3,g3a-02-01,k2,no,content/courses/add-subtract-1000-g3/lessons/g3a-02-01.json,"In 503 − 267, why must the trade start at the HUNDREDS?","The tens are 0, so they have nothing to lend until they borrow first",68,47,yes,no,FAIL,place-value|place-value|authored-specific-rationale,0,PASS,REMEDIATE
add-subtract-1000-g3,3,g3a-02-02,k2,no,content/courses/add-subtract-1000-g3/lessons/g3a-02-02.json,On an open number line you start at 347 and want to add 200. Which jump set is most efficient?,Two jumps of 100,16,22,no,no,PASS,authored-specific-rationale|place-value|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g3,3,g3a-02-03,k1,no,content/courses/add-subtract-1000-g3/lessons/g3a-02-03.json,"To add 298 + 145 mentally, Sam adds 300 + 145 = 445 first. What must Sam do next?",Subtract 2 — he added 2 too many,32,35,no,no,PASS,authored-specific-rationale|place-value|place-value,0,PASS,KEEP
add-subtract-1000-g3,3,g3a-02-03,k3,no,content/courses/add-subtract-1000-g3/lessons/g3a-02-03.json,"To add 298 + 145 mentally, Sam adds 300 + 145 = 445 first. What must Sam do next?",Subtract 2 — he added 2 too many,32,35,no,no,PASS,authored-specific-rationale|place-value|place-value,0,PASS,KEEP
add-subtract-1000-g3,3,g3a-02-03,rem-g3a-compensate-k,yes,content/courses/add-subtract-1000-g3/lessons/g3a-02-03.json,"To add 298 + 145 mentally, Sam adds 300 + 145 = 445 first. What must Sam do next?",Subtract 2 — he added 2 too many,32,35,no,no,PASS,authored-specific-rationale|place-value|place-value,0,PASS,KEEP
add-subtract-1000-g3,3,g3a-03-01,k1,no,content/courses/add-subtract-1000-g3/lessons/g3a-03-01.json,You compute 632 − 178 = 454. Which check confirms it WITHOUT redoing the subtraction?,Add 454 + 178 and see if you get 632,36,24,no,no,PASS,authored-specific-rationale|representation-read|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g3,3,g3a-03-01,ch1,no,content/courses/add-subtract-1000-g3/lessons/g3a-03-01.json,You compute 632 − 178 = 454. Which check confirms it WITHOUT redoing the subtraction?,Add 454 + 178 and see if you get 632,36,24,no,no,PASS,authored-specific-rationale|representation-read|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g3,3,g3a-03-01,rem-g3a-check-inverse-k,yes,content/courses/add-subtract-1000-g3/lessons/g3a-03-01.json,You compute 632 − 178 = 454. Which check confirms it WITHOUT redoing the subtraction?,Add 454 + 178 and see if you get 632,36,24,no,no,PASS,authored-specific-rationale|representation-read|authored-specific-rationale,0,PASS,KEEP
add-subtract-1000-g3,3,g3a-03-03,k1,no,content/courses/add-subtract-1000-g3/lessons/g3a-03-03.json,"Which is fastest for 245 + 398, and why?","Compensation: 245 + 400 = 645, then subtract 2",46,51,no,yes,FAIL,place-value|place-value|place-value,0,PASS,REMEDIATE
add-subtract-1000-g3,3,g3a-03-03,k2,no,content/courses/add-subtract-1000-g3/lessons/g3a-03-03.json,"Compare 760 and 756: <, =, or >?",>,1,1,no,no,PASS,place-value|representation-read,0,PASS,KEEP
add-subtract-1000-g3,3,g3a-03-03,k3,no,content/courses/add-subtract-1000-g3/lessons/g3a-03-03.json,"Which is fastest for 245 + 398, and why?","Compensation: 245 + 400 = 645, then subtract 2",46,51,no,yes,FAIL,place-value|place-value|place-value,0,PASS,REMEDIATE
add-subtract-1000-g3,3,g3a-03-03,rem-g3a-strategy-k,yes,content/courses/add-subtract-1000-g3/lessons/g3a-03-03.json,"Which is fastest for 245 + 398, and why?","Compensation: 245 + 400 = 645, then subtract 2",46,51,no,yes,FAIL,place-value|place-value|place-value,0,PASS,REMEDIATE
add-subtract-20,1,as-01-01,k3,no,content/courses/add-subtract-20/lessons/as-01-01.json,What's the FAST way to add 9 + 2?,"Start at 9, hop: 10, 11",23,42,no,yes,FAIL,authored-specific-rationale|authored-specific-rationale,0,PASS,REMEDIATE
add-subtract-20,1,as-01-03,k2,no,content/courses/add-subtract-20/lessons/as-01-03.json,"To add 4 + 7 with the FEWEST hops, where should you start?","Start at 7, hop 4",17,28,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-20,1,as-02-01,k3,no,content/courses/add-subtract-20/lessons/as-02-01.json,Which pair are partners of ten?,7 and 3,7,7,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-20,1,as-02-02,k3,no,content/courses/add-subtract-20/lessons/as-02-02.json,"To add 8 + 5 by making ten, how do you split the 5?",Into 2 and 3,12,12,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-20,1,as-02-04,k3,no,content/courses/add-subtract-20/lessons/as-02-04.json,"To add 6 + 8 by making ten, which do you fill to ten first?",Fill the 8 (it needs 2),23,23,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-20,1,as-03-01,k3,no,content/courses/add-subtract-20/lessons/as-03-01.json,What does 7 − 3 mean?,"Start with 7, take away 3",25,20,no,no,PASS,sign-direction|authored-specific-rationale,0,PASS,KEEP
add-subtract-20,1,as-03-02,k3,no,content/courses/add-subtract-20/lessons/as-03-02.json,"To count back 3 from 9, your FIRST hop lands on...?",8,1,1,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-20,1,as-03-03,k3,no,content/courses/add-subtract-20/lessons/as-03-03.json,How do you find how many more 9 is than 7?,Count up from 7 to 9,20,15,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-20,1,as-03-04,k3,no,content/courses/add-subtract-20/lessons/as-03-04.json,Which addition helps you solve 13 − 5?,8 + 5 = 13,10,11,no,no,PASS,inverse-confusion|authored-specific-rationale,0,PASS,KEEP
add-subtract-20,1,as-04-01,k3,no,content/courses/add-subtract-20/lessons/as-04-01.json,"Which fact is in the family 7, 6, 13?",13 − 6 = 7,10,10,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-20,1,as-04-01,ch1,no,content/courses/add-subtract-20/lessons/as-04-01.json,"Which is NOT a fact of the family 7, 8, 15?",15 + 8 = 23,11,10,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
add-subtract-20,1,as-04-02,k1,no,content/courses/add-subtract-20/lessons/as-04-02.json,True or false: 10 = 6 + 4,True — both sides are 10,24,40,no,no,PASS,authored-specific-rationale,0,PASS,KEEP
add-subtract-20,1,as-04-02,k2,no,content/courses/add-subtract-20/lessons/as-04-02.json,True or false: 3 + 4 = 4 + 3,True — both are 7,17,30,no,no,PASS,authored-specific-rationale,0,PASS,KEEP
add-subtract-20,1,as-04-02,rem-eq-k,yes,content/courses/add-subtract-20/lessons/as-04-02.json,True or false: 5 + 2 = 7,True — both sides are 7,23,5,yes,yes,FAIL,authored-specific-rationale,0,PASS,REMEDIATE
add-subtract-20,1,as-05-01,k1,no,content/courses/add-subtract-20/lessons/as-05-01.json,8 apples. 6 more apples come. Which equation finds how many?,8 + 6 = 14,10,10,no,no,PASS,authored-specific-rationale|authored-specific-rationale,0,PASS,KEEP
