source,line,component,aria_or_label,nearby_range_count,svg_present,pointer_drag_present,decision,rationale
src/components/widgets.tsx,10563,module-scope,scale factor,2,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,10684,module-scope,`${c,3,yes,no,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,10753,Cc,cells shaded,3,yes,no,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,10842,W,cells shaded,2,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,10975,module-scope,slide x,3,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,10980,module-scope,slide y,3,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,11146,module-scope,marker position,2,no,yes,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,11233,FunctionMachineW,machine input,2,no,yes,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,11571,module-scope,angle in degrees,3,no,yes,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,11581,module-scope,DIAL_LABEL[d.param],2,no,yes,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,11944,module-scope,`Set ${label,2,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,12048,module-scope,point x,3,no,yes,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,12054,module-scope,point y,3,no,yes,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,12180,G,first root,5,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,12186,G,second root,5,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,12192,G,leading coefficient,5,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,12253,G,label,5,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,12652,module-scope,slope m,3,no,yes,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,12672,module-scope,intercept b,3,no,yes,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,12721,SliderW,spec.prompt,3,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,13791,LogEstimateSliderW,spec.prompt,1,no,no,KEEP-SLIDER,"A single continuous variable is an honest slider task; retain with target-size, labels, and keyboard checks."
src/components/widgets.tsx,13998,HopSizeW,hop size,1,yes,no,KEEP-SLIDER,"A single continuous variable is an honest slider task; retain with target-size, labels, and keyboard checks."
src/components/widgets.tsx,14389,H,`how many more ${spec.unitLabel,2,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,14567,module-scope,`Move ${it.label,1,no,yes,KEEP-SLIDER,"A single continuous variable is an honest slider task; retain with target-size, labels, and keyboard checks."
src/components/widgets.tsx,15346,W,label,1,yes,no,KEEP-SLIDER,"A single continuous variable is an honest slider task; retain with target-size, labels, and keyboard checks."
src/components/widgets.tsx,15674,W,active line angle,6,yes,no,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,15675,W,active line offset,6,yes,no,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,15717,P,triangle constraint angle,11,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,15741,W,D x-coordinate,13,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,15741,W,D y-coordinate,13,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,15759,SolidSliceLabW,section height,10,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,15778,C,Vertex C across,12,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,15778,C,Vertex C height,12,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,15788,W,"<input type=""range"" min={spec.xMin} max={spec.xMax} step={spec.scanStep} value={x} disabled={disabled} onChange={e=>",11,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,15791,W,"<input type=""range"" min={spec.inputMin} max={spec.inputMax} step=""1"" value={x} disabled={disabled} onChange={e=>",11,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,15807,SamplingBiasLabW,sample size,10,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,15849,ShapeFamilyBuilderW,`Set ${label,7,yes,yes,HYBRID,Direct object manipulation exists; retain the slider as an accessible precision fallback.
src/components/widgets.tsx,16027,ConicLocusLabW,conic eccentricity,7,yes,no,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,16050,DerivativeRuleLabW,product rule h,9,yes,no,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,16071,DerivativeRuleLabW,quotient numerator derivative rate,9,yes,no,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,16072,DerivativeRuleLabW,quotient denominator derivative rate,10,yes,no,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,16099,DerivativeRuleLabW,substitution derivative factor,10,yes,no,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,16103,DerivativeRuleLabW,substitution outside power,10,yes,no,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,16115,module-scope,inner derivative rate,9,yes,no,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,16116,module-scope,outer derivative rate,9,yes,no,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
src/components/widgets.tsx,16151,L,ladder foot position,8,yes,no,DIRECT,Multiple parameter sliders dominate the model; prototype direct handles with keyboard-equivalent controls.
