course_id,lesson_id,step_path,figure_id,fixed_exemplar,text_aligned,render_decision,source,text
add-subtract-10-k,koa-01-03,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-01-03.json,A drawing keeps a group still so you can count it carefully.
add-subtract-10-k,koa-01-03,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-01-03.json,"Draw the first group, then draw the second group beside it, then count everything you drew."
add-subtract-10-k,koa-01-04,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-01-04.json,"A sum can be acted out: start with a group of children, then let more children join them."
add-subtract-10-k,koa-01-04,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-01-04.json,"The group grows as each child joins, so the total is larger than the group you started with."
add-subtract-10-k,koa-01-05,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-01-05.json,A number sentence records what happened. The plus sign means groups came together.
add-subtract-10-k,koa-01-05,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-01-05.json,The equals sign says both sides name the same amount: 3 + 2 and 5 are the same number.
add-subtract-10-k,koa-02-01,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-02-01.json,Taking away removes objects from a group. What is left is always less than what you started with.
add-subtract-10-k,koa-02-01,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-02-01.json,"Count what remains, not what was removed — those are two different numbers."
add-subtract-10-k,koa-02-02,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-02-02.json,"To show taking away in a drawing, cross out the objects that leave."
add-subtract-10-k,koa-02-02,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-02-02.json,"The crossed-out marks stay on the page as a record, but only the plain ones are still in the group."
add-subtract-10-k,koa-02-03,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-02-03.json,"A take-away can be acted out too: children stop playing and go home, one at a time."
add-subtract-10-k,koa-02-03,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-02-03.json,Each child leaving makes the playing group one smaller.
add-subtract-10-k,koa-02-04,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-02-04.json,"The minus sign records taking away, just as the plus sign records joining."
add-subtract-10-k,koa-02-04,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-02-04.json,"The first number is what you started with, and the second is what left."
add-subtract-10-k,koa-02-05,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-02-05.json,"Whatever the story, the question ""how many are left?"" always asks about what remains."
add-subtract-10-k,koa-02-05,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-02-05.json,Start at the number you had and count back once for each object that goes.
add-subtract-10-k,koa-03-01,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-01.json,An add-to story starts with a group and puts more into it.
add-subtract-10-k,koa-03-01,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-01.json,"The starting amount and the amount added are both known, so the total is what is missing."
add-subtract-10-k,koa-03-02,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-02.json,A take-from story starts with a group and removes part of it.
add-subtract-10-k,koa-03-02,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-02.json,"The start and the amount removed are known, so what remains is the missing number."
add-subtract-10-k,koa-03-03,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-03.json,A put-together story has two parts that were never apart — they simply make up one whole.
add-subtract-10-k,koa-03-03,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-03.json,Nothing is added or removed; the two parts are counted together to name the whole.
add-subtract-10-k,koa-03-04,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-04.json,"Before you can solve a story, decide what happened: did the group grow, or did it shrink?"
add-subtract-10-k,koa-03-04,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-04.json,Growing means adding. Shrinking means subtracting. The words of the story tell you which.
add-subtract-10-k,koa-03-05,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-05.json,"A drawing of a story must show two things: how many there were, and what happened to them."
add-subtract-10-k,koa-03-05,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-05.json,"A drawing that shows only the start, or only the change, does not tell the whole story."
add-subtract-10-k,koa-03-06,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-06.json,"Some sums are worth knowing by heart, so you do not have to count them every time."
add-subtract-10-k,koa-03-06,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-06.json,The sums that make 5 or less come back quickly with practice.
add-subtract-10-k,koa-03-07,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-07.json,Differences within 5 are worth knowing by heart too.
add-subtract-10-k,koa-03-07,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-07.json,"Each one is the partner of a sum you already know: if 2 and 3 make 5, then 5 take away 3 leaves 2."
add-subtract-10-k,koa-03-08,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-08.json,Adding one moves to the very next counting number. Taking one away moves back to the number before.
add-subtract-10-k,koa-03-08,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-08.json,"These two facts work for every number, so they never need counting out."
add-subtract-10-k,koa-03-09,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-09.json,"Zero means none. Adding zero puts nothing in, and taking zero away removes nothing."
add-subtract-10-k,koa-03-09,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-09.json,"Either way the group is untouched, so the number stays exactly the same."
add-subtract-10-k,koa-03-10,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-10.json,"Now the sums and differences within 5 come back together, mixed up and out of order."
add-subtract-10-k,koa-03-10,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-10-k/lessons/koa-03-10.json,"Mixing them removes the rhythm of a single page, so each fact must be recalled on its own."
add-subtract-100,as100-01-01,steps.0,doubles-mirror,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-01-01.json,"A **double** is the same number twice, like a mirror. 6 + 6 = 12."
add-subtract-100,as100-01-01,steps.3,as100-doubles,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-01-01.json,"Doubles land on **even** numbers: 10, 12, 14, 16, 18, 20. Learn them and they're instant."
add-subtract-100,as100-01-02,steps.0,near-double,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-01-02.json,"Neighbors like 7 + 8 are **near doubles**: double 7 is 14, one more is 15."
add-subtract-100,as100-01-02,steps.3,as100-near-doubles,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-01-02.json,"Near doubles land on **odd** numbers: 11, 13, 15, 17 — one past an even double."
add-subtract-100,as100-01-03,steps.0,as100-four-tools,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-01-03.json,"You own four tools: doubles, near doubles, make ten, count on. Pick the fastest for each fact."
add-subtract-100,as100-01-03,steps.3,as100-name-tool,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-01-03.json,"Speed comes from choosing, not rushing. See the fact, name the tool, answer."
add-subtract-100,as100-02-01,steps.0,tens-plus-tens,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-02-01.json,"Adding tens is like adding ones. 3 tens + 4 tens = 7 tens, so 30 + 40 = 70."
add-subtract-100,as100-02-01,steps.3,as100-add-tens-zero,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-02-01.json,The ones digit stays 0 when you add whole tens — only the tens digit changes.
add-subtract-100,as100-02-02,steps.0,as100-add-ones-39,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-02-02.json,"Ones join the ones. 34 + 5: the 5 joins the 4, making 39. The 3 tens don't change."
add-subtract-100,as100-02-02,steps.3,as100-only-ones-79,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-02-02.json,Add ones to the ones digit — never to the tens digit. 71 + 8 changes only the 1.
add-subtract-100,as100-02-03,steps.0,as100-add-by-place-86,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-02-03.json,"Add tens with tens, ones with ones. 34 + 52: tens 3+5=8, ones 4+2=6, so 86."
add-subtract-100,as100-02-03,steps.3,as100-split-join-88,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-02-03.json,"Split, add, join: 61 + 27 is 60+20 and 1+7 — that's 80 and 8, so 88."
add-subtract-100,as100-02-04,steps.0,regroup-bundle,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-02-04.json,"37 + 25: the ones make 12 — too many! Trade ten ones for a rod: 6 tens 2 ones, 62."
add-subtract-100,as100-02-04,steps.3,as100-trade-ten,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-02-04.json,"The traded rod joins the tens. Never drop it, never keep the ten loose ones."
add-subtract-100,as100-03-01,steps.0,as100-sub-tens-40,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-03-01.json,"Subtracting tens is like subtracting ones. 7 tens − 3 tens = 4 tens, so 70 − 30 = 40."
add-subtract-100,as100-03-01,steps.3,as100-sub-tens-zero,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-03-01.json,The ones digit stays 0 when whole tens leave — only the tens digit shrinks.
add-subtract-100,as100-03-02,steps.0,as100-take-ones-53,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-03-02.json,"Ones leave the ones. 58 − 5: the 5 leaves the 8, making 53. The 5 tens hold still."
add-subtract-100,as100-03-02,steps.3,as100-only-ones-61,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-03-02.json,Take ones from the ones digit — never from the tens digit. 65 − 4 changes only the 5.
add-subtract-100,as100-03-03,steps.0,as100-sub-by-place-34,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-03-03.json,"Take tens from tens, ones from ones. 86 − 52: tens 8−5=3, ones 6−2=4, so 34."
add-subtract-100,as100-03-03,steps.3,as100-split-take-32,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-03-03.json,"Split, take, join: 95 − 63 is 90−60 and 5−3 — that's 30 and 2, so 32."
add-subtract-100,as100-03-04,steps.0,unbundle-break,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-03-04.json,"62 − 37: only 2 ones, but 7 must leave. Break a rod: 5 tens 12 ones. Now 12−7 and 5−3: 25."
add-subtract-100,as100-03-04,steps.3,as100-break-ten,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-03-04.json,"Two traps: flipping to 7−2, and breaking but keeping 6 tens. The broken rod is spent!"
add-subtract-100,as100-04-01,steps.0,two-step-bar,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-04-01.json,"Some stories take **two steps**. 18 birds land, 24 more come, then 15 fly off: 18 + 24 − 15 = 27."
add-subtract-100,as100-04-01,steps.4,as100-two-step-order,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-04-01.json,The order matters: do the **first thing that happens** first. A word like *then* or *after* points to step two.
add-subtract-100,as100-04-02,steps.0,as100-story-trade-25,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-04-02.json,"Two-step stories often need a trade. 52 stickers, give away 27 (that's 25), then get 13 back: 25 + 13 = 38."
add-subtract-100,as100-04-02,steps.3,as100-add-trade-63,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-04-02.json,"A story can also **add** into a trade. 46 + 17: ones 6 + 7 make 13, so trade a ten → 63."
add-subtract-100,as100-04-03,steps.0,as100-choose-steps,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-04-03.json,"The hard part is **choosing** the steps. Gained, found, more → add. Gave, lost, used → subtract. Then do them in order."
add-subtract-100,as100-04-03,steps.3,as100-keyword-trap,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-04-03.json,"Beware the keyword trap: *more* does not always mean add. ""How many **more** does Sam have?"" is a compare — that's a subtraction."
add-subtract-100,as100-05-01,steps.0,pair-up,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-05-01.json,"Line a number up in **pairs**. If none is left over, it's **even** (like 8). If one is left alone, it's **odd** (like 7)."
add-subtract-100,as100-05-01,steps.3,as100-odd-even,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-05-01.json,"Shortcut: check the **last digit**. Ends in 0, 2, 4, 6, 8 → even. Ends in 1, 3, 5, 7, 9 → odd."
add-subtract-100,as100-05-02,steps.0,as100-even-even,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-05-02.json,"Two evens always make an even: 4 + 6 = 10. Both pair up cleanly, so their total does too. **even + even = even.**"
add-subtract-100,as100-05-02,steps.3,as100-even-odd,no,yes,RENDER,content/courses/add-subtract-100/lessons/as100-05-02.json,**odd + even = odd.** One leftover has no partner: 4 + 7 = 11. And doubles are always even — they pair perfectly.
add-subtract-1000-g2,g2b-01-01,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-01-01.json,"Hundreds add just like ones: 3 hundreds and 2 hundreds make 5 hundreds. The place holds, only the count grows."
add-subtract-1000-g2,g2b-01-01,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-01-01.json,"When both numbers are whole hundreds, the tens and ones stay zero — a one-column addition wearing a big number's clothes."
add-subtract-1000-g2,g2b-01-02,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-01-02.json,"When every column's digits fit under ten, add place by place: ones with ones, tens with tens, hundreds with hundreds."
add-subtract-1000-g2,g2b-01-02,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-01-02.json,Three little additions side by side make one big one — that is all column addition is when nothing trades.
add-subtract-1000-g2,g2b-01-03,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-01-03.json,"When the ones column passes nine, ten of those ones bundle into one new ten — the trade moves value left without changing it."
add-subtract-1000-g2,g2b-01-03,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-01-03.json,Write the bundled ten above the tens column and add it there. The total is identical before and after the trade.
add-subtract-1000-g2,g2b-01-04,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-01-04.json,Tens overflow the same way: ten tens bundle into one hundred and move into the hundreds column.
add-subtract-1000-g2,g2b-01-04,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-01-04.json,The rule repeats at every place — ten of a unit make one of the next size up.
add-subtract-1000-g2,g2b-01-05,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-01-05.json,"Some sums trade twice: ones bundle into a ten, and then the tens — counting that new ten — bundle into a hundred."
add-subtract-1000-g2,g2b-01-05,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-01-05.json,Work right to left and each carry arrives just in time for the next column's addition.
add-subtract-1000-g2,g2b-02-01,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-02-01.json,"Subtraction also works place by place. When every top digit is big enough, each column subtracts on its own."
add-subtract-1000-g2,g2b-02-01,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-02-01.json,"Ones from ones, tens from tens, hundreds from hundreds — three small take-aways make the big one."
add-subtract-1000-g2,g2b-02-02,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-02-02.json,"When the ones run short, break one ten open: it becomes ten ones, and the tens column has one fewer ten."
add-subtract-1000-g2,g2b-02-02,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-02-02.json,"Breaking is trading downward — same value, smaller pieces, so the ones can pay their bill."
add-subtract-1000-g2,g2b-02-03,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-02-03.json,"When the tens run short, break a hundred: it becomes ten tens, and the hundreds column has one fewer."
add-subtract-1000-g2,g2b-02-03,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-02-03.json,"The downward trade repeats at every place, just like the upward one did."
add-subtract-1000-g2,g2b-02-04,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-02-04.json,"A zero in the tens means the ones cannot borrow next door — first break a hundred into tens, THEN break one of those tens into ones."
add-subtract-1000-g2,g2b-02-04,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-02-04.json,Two downward trades in a row: the value flows hundreds → tens → ones until every column can pay.
add-subtract-1000-g2,g2b-02-05,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-02-05.json,"Ten more or ten less touches only the tens digit. See the number, slide that one digit, and you are done — no columns needed."
add-subtract-1000-g2,g2b-02-05,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-02-05.json,457 → 467 → 477: the ones and hundreds stand still while the tens count the journey.
add-subtract-1000-g2,g2b-02-06,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-02-06.json,A hundred more or less slides only the hundreds digit — an even bigger jump that is even easier to see.
add-subtract-1000-g2,g2b-02-06,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-02-06.json,348 → 448 → 548: the tens and ones ride along unchanged.
add-subtract-1000-g2,g2b-03-01,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-03-01.json,"An open number line turns addition into jumps: big friendly jumps of hundreds and tens, landing where the answer lives."
add-subtract-1000-g2,g2b-03-01,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-03-01.json,"467 + 30 is three ten-jumps: 477, 487, 497. The line keeps your running total visible."
add-subtract-1000-g2,g2b-03-02,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-03-02.json,Trading works because ten of one unit and one of the next are the same amount: 14 tens IS 1 hundred and 4 tens.
add-subtract-1000-g2,g2b-03-02,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-03-02.json,"A number does not care what form its blocks take — 2 hundreds, 14 tens, 3 ones and 343 are one quantity in two outfits."
add-subtract-1000-g2,g2b-03-03,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-03-03.json,"A strategy is explained by naming its moves and WHY each is allowed: what traded, where the value went, why the total held."
add-subtract-1000-g2,g2b-03-03,steps.3,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-03-03.json,The words 'because they are equal' are the heart of every correct explanation of trading.
add-subtract-1000-g2,g2b-03-04,steps.0,count-on-hops,yes,no,SUPPRESS_MISMATCH,content/courses/add-subtract-1000-g2/lessons/g2b-03-04.json,"A story hands you the numbers and the action: joining means add, remaining means subtract. Write the equation, then solve it."
