lesson_id,step_id,field,include_arithmetic,pattern,edge,detail,text
alg1-01-01,k3,explanationVariants,true,WORD_TEARING,left,"… +6 first, the⟦n ÷3⟧ — like taking…","Solving reverses the build. The equation built x by ×3 then +6, so solving undoes +6 first, then ÷3 — like taking off shoes before socks."
alg1-01-01,k3,hints,true,WORD_TEARING,left,Th⟦e +6⟧ came last.,The +6 came last.
alg1-01-01,k3,widget.options[].feedback,true,WORD_TEARING,left,Yes — th⟦e +6⟧ was applied l…,"Yes — the +6 was applied last, so it's undone first: 3x = 15, then x = 5."
alg1-01-01,r1,takeaways,true,WORD_TEARING,left,Undoin⟦g +5⟧ means −5; und…,Undoing +5 means −5; undoing −5 means +5.
alg1-01-01,r1,takeaways,true,WORD_TEARING,left,…ndoing +5 mean⟦s −5⟧; undoing −5 m…,Undoing +5 means −5; undoing −5 means +5.
alg1-01-01,r1,takeaways,true,WORD_TEARING,left,…ans −5; undoin⟦g −5⟧ means +5.,Undoing +5 means −5; undoing −5 means +5.
alg1-01-01,r1,takeaways,true,WORD_TEARING,left,…ndoing −5 mean⟦s +5⟧.,Undoing +5 means −5; undoing −5 means +5.
alg1-01-01,rem-ts-k,remedial.check.widget.commonErrors[].feedback,true,WORD_TEARING,left,… (10+4)÷2. Und⟦o +4⟧ by subtractin…,"That added 4 instead: (10+4)÷2. Undo +4 by subtracting: 2x = 6, x = 3."
alg1-01-02,c1,body,true,WORD_TEARING,right,"…sides**, like ⟦5x + 2 = 3⟧x + 10, collec…","When x sits on **both sides**, like 5x + 2 = 3x + 10, collect it on one side first. Take 3x off both pans — the balance stays level — leaving 2x + 2 = 10, a two-step equation you already know. So x = 4."
alg1-01-02,c2,body,true,WORD_TEARING,right,"…positive: for ⟦7x + 3 = 4⟧x + 15, take 4…","Subtract the **smaller** x-term to keep the coefficient positive: for 7x + 3 = 4x + 15, take 4x from both sides, giving 3x + 3 = 15."
alg1-01-02,ch1,explanationVariants,true,WORD_TEARING,right,⟦9x + 4 = 5⟧x + 24: subtra…,"9x + 4 = 5x + 24: subtract 5x (4x + 4 = 24), subtract 4 (4x = 20), divide (x = 5)."
alg1-01-02,ch1,explanationVariants,true,WORD_TEARING,right,x-terms: ⟦9x − 5⟧x = 4x. Consta…,"x-terms: 9x − 5x = 4x. Constants: 24 − 4 = 20. So 4x = 20, x = 5."
alg1-01-02,ch1,explanationVariants,true,WORD_TEARING,right,…-terms: 9x − 5⟦x = 4⟧x. Constants: …,"x-terms: 9x − 5x = 4x. Constants: 24 − 4 = 20. So 4x = 20, x = 5."
alg1-01-02,ch1,widget.commonErrors[].feedback,true,WORD_TEARING,left,Th⟦e +4⟧ moved with th…,"The +4 moved with the wrong sign: 24 − 4 = 20, not 28. 4x = 20, x = 5."
alg1-01-02,i1,widget.successFeedback,true,WORD_TEARING,right,"…act, divide — ⟦5x + 2 = 3⟧x + 10 gives x…","Collect, subtract, divide — 5x + 2 = 3x + 10 gives x = 4."
alg1-01-02,i2,widget.pairErrors[].feedback,true,WORD_TEARING,right,⟦7x + 3 = 4⟧x + 15 → 3x = …,7x + 3 = 4x + 15 → 3x = 12 → x = 4. (x = 5 belongs to 9x + 4 = 5x + 24.)
alg1-01-02,i2,widget.pairErrors[].feedback,true,WORD_TEARING,right,… 5 belongs to ⟦9x + 4 = 5⟧x + 24.),7x + 3 = 4x + 15 → 3x = 12 → x = 4. (x = 5 belongs to 9x + 4 = 5x + 24.)
alg1-01-02,i2,widget.pairErrors[].feedback,true,WORD_TEARING,right,⟦6x + 1 = 2⟧x + 13 → 4x = …,6x + 1 = 2x + 13 → 4x = 12 → x = 3. (x = 4 belongs to 7x + 3 = 4x + 15.)
alg1-01-02,i2,widget.pairErrors[].feedback,true,WORD_TEARING,right,… 4 belongs to ⟦7x + 3 = 4⟧x + 15.),6x + 1 = 2x + 13 → 4x = 12 → x = 3. (x = 4 belongs to 7x + 3 = 4x + 15.)
alg1-01-02,k1,explanationVariants,true,WORD_TEARING,right,⟦5x + 2 = 3⟧x + 10: subtra…,"5x + 2 = 3x + 10: subtract 3x (2x + 2 = 10), subtract 2 (2x = 8), divide (x = 4)."
alg1-01-02,k1,explanationVariants,true,WORD_TEARING,right,"…aller x-term: ⟦5x − 3⟧x = 2x, and 10…","Move the smaller x-term: 5x − 3x = 2x, and 10 − 2 = 8, so 2x = 8 and x = 4."
alg1-01-02,k1,explanationVariants,true,WORD_TEARING,right,"…x-term: 5x − 3⟦x = 2⟧x, and 10 − 2 …","Move the smaller x-term: 5x − 3x = 2x, and 10 − 2 = 8, so 2x = 8 and x = 4."
alg1-01-02,k1,widget.commonErrors[].feedback,true,WORD_TEARING,left,Th⟦e +2⟧ moved with th…,"The +2 moved with the wrong sign: 10 − 2 = 8, not 10 + 2 = 12. Then 2x = 8, x = 4."
alg1-01-02,k1,widget.commonErrors[].feedback,true,WORD_TEARING,left,…x — finish wit⟦h ÷2⟧: x = 4.,"That's 2x, not x — finish with ÷2: x = 4."
alg1-01-02,k2,explanationVariants,true,WORD_TEARING,right,⟦7x + 3 = 4⟧x + 15: subtra…,"7x + 3 = 4x + 15: subtract 4x (3x + 3 = 15), subtract 3 (3x = 12), divide (x = 4)."
alg1-01-02,k2,explanationVariants,true,WORD_TEARING,right,x-terms: ⟦7x − 4⟧x = 3x. Consta…,"x-terms: 7x − 4x = 3x. Constants: 15 − 3 = 12. So 3x = 12, x = 4."
alg1-01-02,k2,explanationVariants,true,WORD_TEARING,right,…-terms: 7x − 4⟦x = 3⟧x. Constants: …,"x-terms: 7x − 4x = 3x. Constants: 15 − 3 = 12. So 3x = 12, x = 4."
alg1-01-02,k2,widget.commonErrors[].feedback,true,WORD_TEARING,left,Th⟦e +3⟧ moved with th…,"The +3 moved with the wrong sign: 15 − 3 = 12, not 18. 3x = 12, x = 4."
alg1-01-02,rem-bs-c,remedial.concept.body,true,WORD_TEARING,right,… it down with ⟦4x + 1 = 2⟧x + 7. Take 2x…,"Slow it down with 4x + 1 = 2x + 7. Take 2x from both sides: 2x + 1 = 7. Now the two-step: subtract 1 (2x = 6), divide (x = 3). Check: 4·3+1 = 13 and 2·3+7 = 13. ✓"
alg1-01-02,rem-bs-k,remedial.check.explanationVariants,true,WORD_TEARING,right,⟦4x + 1 = 2⟧x + 7: subtrac…,"4x + 1 = 2x + 7: subtract 2x (2x + 1 = 7), subtract 1 (2x = 6), x = 3."
alg1-01-02,rem-bs-k,remedial.check.explanationVariants,true,WORD_TEARING,right,x-terms: ⟦4x − 2⟧x = 2x. Consta…,"x-terms: 4x − 2x = 2x. Constants: 7 − 1 = 6. So 2x = 6, x = 3."
alg1-01-02,rem-bs-k,remedial.check.explanationVariants,true,WORD_TEARING,right,…-terms: 4x − 2⟦x = 2⟧x. Constants: …,"x-terms: 4x − 2x = 2x. Constants: 7 − 1 = 6. So 2x = 6, x = 3."
alg1-01-02,rem-bs-k,remedial.check.widget.commonErrors[].feedback,true,WORD_TEARING,left,Th⟦e +1⟧ moved with th…,"The +1 moved with the wrong sign: 7 − 1 = 6, not 8. 2x = 6, x = 3."
alg1-01-03,ch1,explanationVariants,true,WORD_TEARING,right,2⟦(x − 3) + 4⟧x = 18: distri…,"2(x − 3) + 4x = 18: distribute (2x − 6 + 4x = 18), combine (6x − 6 = 18), add 6 (6x = 24), divide (x = 4)."
alg1-01-03,ch1,explanationVariants,true,WORD_TEARING,right,"…: distribute (⟦2x − 6 + 4⟧x = 18), combi…","2(x − 3) + 4x = 18: distribute (2x − 6 + 4x = 18), combine (6x − 6 = 18), add 6 (6x = 24), divide (x = 4)."
alg1-01-03,ch1,explanationVariants,true,WORD_TEARING,right,⟦2x − 6 + 4⟧x = 18 → 6x = …,2x − 6 + 4x = 18 → 6x = 24 → x = 4.
alg1-01-03,ch1,widget.commonErrors[].feedback,true,WORD_TEARING,left,Th⟦e −6⟧ vanished: 6x …,"The −6 vanished: 6x = 18 gives 3. Add 6 to both sides first: 6x = 24, x = 4."
alg1-01-03,ch1,widget.fallbackFeedback,true,WORD_TEARING,right,⟦2x − 6 + 4⟧x = 18 → 6x − …,2x − 6 + 4x = 18 → 6x − 6 = 18 → 6x = 24 → x = 4.
alg1-01-03,k2,explanationVariants,true,WORD_TEARING,right,5⟦(x − 2) = 3⟧x + 8: distrib…,"5(x − 2) = 3x + 8: distribute (5x − 10 = 3x + 8), collect (2x = 18), divide (x = 9)."
alg1-01-03,k2,explanationVariants,true,WORD_TEARING,right,"…: distribute (⟦5x − 10 = 3⟧x + 8), collec…","5(x − 2) = 3x + 8: distribute (5x − 10 = 3x + 8), collect (2x = 18), divide (x = 9)."
alg1-01-03,k2,explanationVariants,true,WORD_TEARING,right,⟦5x − 10 = 3⟧x + 8 → subtra…,5x − 10 = 3x + 8 → subtract 3x and add 10 → 2x = 18 → x = 9.
alg1-01-03,k2,widget.commonErrors[].feedback,true,WORD_TEARING,right,…eached the x: ⟦5x − 2 = 3⟧x + 8 gives 5.…,"The 5 only reached the x: 5x − 2 = 3x + 8 gives 5. Distribute to BOTH terms: 5x − 10, so 2x = 18 and x = 9."
alg1-01-03,k2,widget.fallbackFeedback,true,WORD_TEARING,right,⟦5x − 10 = 3⟧x + 8 → 2x = 1…,5x − 10 = 3x + 8 → 2x = 18 → x = 9.
alg1-02-01,c1,body,true,RAW_FRACTION,,x/3,"A fraction is just division: **x/3 + 2 = 7** means x was divided by 3, then 2 was added. Undo in reverse: subtract 2 (x/3 = 5), then **multiply** by 3 — undoing division. So x = 15."
alg1-02-01,ch1,explanationVariants,true,RAW_FRACTION,,x/5,"x/5 + 1 = 4: subtract 1 (x/5 = 3), multiply by 5 (x = 15)."
alg1-02-01,ch1,hints,true,WORD_TEARING,left,Undo th⟦e +1⟧ first.,Undo the +1 first.
alg1-02-01,ch1,hints,true,RAW_FRACTION,,x/5,x/5 = 3.
alg1-02-01,ch1,widget.commonErrors[].feedback,true,WORD_TEARING,left,Th⟦e ×5⟧ skipped the c…,"The ×5 skipped the constant: clearing first gives x + 5 = 20 (the 1 becomes 5 too), so x = 15."
alg1-02-01,ch1,widget.commonErrors[].feedback,true,RAW_FRACTION,,x/5,"3 is x/5, not x — a FIFTH of x is 3, so x = 15."
alg1-02-01,ch1,widget.fallbackFeedback,true,RAW_FRACTION,,x/5,"x/5 = 3 after subtracting, so x = 15."
alg1-02-01,ch1,widget.prompt,false,RAW_FRACTION,,x/5,Solve for x: x/5 + 1 = 4
alg1-02-01,i1,widget.fallbackFeedback,true,WORD_TEARING,left,Undo th⟦e −3⟧ first (add 3)…,"Undo the −3 first (add 3), then undo the ÷4 (multiply by 4)."
alg1-02-01,i1,widget.fallbackFeedback,true,WORD_TEARING,left,"…, then undo th⟦e ÷4⟧ (multiply by …","Undo the −3 first (add 3), then undo the ÷4 (multiply by 4)."
alg1-02-01,i1,widget.operations[].feedback,true,WORD_TEARING,left,Undo th⟦e −3⟧ first (add 3)…,"Undo the −3 first (add 3), then undo the ÷4 (multiply by 4)."
alg1-02-01,i1,widget.operations[].feedback,true,WORD_TEARING,left,"…, then undo th⟦e ÷4⟧ (multiply by …","Undo the −3 first (add 3), then undo the ÷4 (multiply by 4)."
alg1-02-01,i1,widget.operations[].feedback,true,WORD_TEARING,left,…rks only if th⟦e ×4⟧ hits EVERY te…,"Multiplying first works only if the ×4 hits EVERY term — the −3 becomes −12. Cleaner here: add 3 first, then multiply."
alg1-02-01,i1,widget.operations[].feedback,true,WORD_TEARING,left,…VERY term — th⟦e −3⟧ becomes −12. …,"Multiplying first works only if the ×4 hits EVERY term — the −3 becomes −12. Cleaner here: add 3 first, then multiply."
alg1-02-01,i1,widget.operations[].feedback,true,WORD_TEARING,left,… the −3 become⟦s −12⟧. Cleaner here…,"Multiplying first works only if the ×4 hits EVERY term — the −3 becomes −12. Cleaner here: add 3 first, then multiply."
alg1-02-01,i1,widget.operations[].feedback,true,WORD_TEARING,left,Undo th⟦e −3⟧ first (add 3)…,"Undo the −3 first (add 3), then undo the ÷4 (multiply by 4)."
alg1-02-01,i1,widget.operations[].feedback,true,WORD_TEARING,left,"…, then undo th⟦e ÷4⟧ (multiply by …","Undo the −3 first (add 3), then undo the ÷4 (multiply by 4)."
alg1-02-01,i1,widget.prompt,false,RAW_FRACTION,,x/4,Solve x/4 − 3 = 2. Drag the steps into order.
alg1-02-01,i2,widget.pairErrors[].feedback,true,RAW_FRACTION,,x/4,x/4 − 3 = 2 → x/4 = 5 → x = 20. (x = 15 belongs to x/5 + 1 = 4.)
alg1-02-01,i2,widget.pairErrors[].feedback,true,RAW_FRACTION,,x/2,x/2 + 3 = 9 → x/2 = 6 → x = 12. (x = 20 belongs to x/4 − 3 = 2.)
alg1-02-01,k1,explanationVariants,true,RAW_FRACTION,,x/3,"x/3 + 2 = 7: subtract 2 (x/3 = 5), multiply by 3 (x = 15)."
alg1-02-01,k1,hints,true,WORD_TEARING,left,Undo th⟦e +2⟧ first.,Undo the +2 first.
alg1-02-01,k1,hints,true,RAW_FRACTION,,x/3,x/3 = 5.
alg1-02-01,k1,widget.commonErrors[].feedback,true,WORD_TEARING,left,Th⟦e ×3⟧ skipped the c…,"The ×3 skipped the constant: multiplying everything first gives x + 6 = 21 (the 2 becomes 6 too), so x = 15."
alg1-02-01,k1,widget.commonErrors[].feedback,true,RAW_FRACTION,,x/3,"5 is x/3, not x — a THIRD of x is 5, so x itself is three times bigger: 15."
alg1-02-01,k1,widget.fallbackFeedback,true,RAW_FRACTION,,x/3,"x/3 = 5 after subtracting, so x = 5 × 3 = 15."
alg1-02-01,k1,widget.prompt,false,RAW_FRACTION,,x/3,Solve for x: x/3 + 2 = 7
alg1-02-01,k2,explanationVariants,true,WORD_TEARING,left,Undoin⟦g −3⟧ means +3: 2 +…,"Undoing −3 means +3: 2 + 3 = 5, and 5 × 4 = 20."
alg1-02-01,k2,explanationVariants,true,WORD_TEARING,left,"…ndoing −3 mean⟦s +3⟧: 2 + 3 = 5, a…","Undoing −3 means +3: 2 + 3 = 5, and 5 × 4 = 20."
alg1-02-01,k2,explanationVariants,true,RAW_FRACTION,,x/4,"x/4 − 3 = 2: the x-side LOST 3, so add it back: x/4 = 5, then multiply: x = 20."
alg1-02-01,k2,hints,true,RAW_FRACTION,,x/4,x/4 = 5.
alg1-02-01,k2,widget.commonErrors[].feedback,true,WORD_TEARING,left,Th⟦e −3⟧ got subtracte…,"The −3 got subtracted AGAIN: (2 − 3)×4. Undo a −3 by ADDING: x/4 = 5, x = 20."
alg1-02-01,k2,widget.commonErrors[].feedback,true,RAW_FRACTION,,x/4,"5 is x/4, not x — multiply by 4: x = 20."
alg1-02-01,k2,widget.commonErrors[].feedback,true,RAW_FRACTION,,x/4,"The −3 got subtracted AGAIN: (2 − 3)×4. Undo a −3 by ADDING: x/4 = 5, x = 20."
alg1-02-01,k2,widget.fallbackFeedback,true,RAW_FRACTION,,x/4,Add 3: x/4 = 5. Multiply by 4: x = 20.
alg1-02-01,k2,widget.prompt,false,RAW_FRACTION,,x/4,Solve for x: x/4 − 3 = 2
alg1-02-01,k3,explanationVariants,true,RAW_FRACTION,,x/5,x/5 means x ÷ 5 — the opposite of dividing by 5 is multiplying by 5.
alg1-02-01,k3,hints,true,RAW_FRACTION,,x/5,x/5 means x ÷ 5.
alg1-02-01,k3,widget.options[].feedback,true,WORD_TEARING,left,…x ÷ 5 undone b⟦y × 5⟧: x = 15.,Yes — x ÷ 5 undone by × 5: x = 15.
alg1-02-01,k3,widget.options[].feedback,true,RAW_FRACTION,,x/25,x is ALREADY divided by 5 — dividing again buries it deeper (x/25). Multiply by 5 instead.
alg1-02-01,k3,widget.prompt,false,RAW_FRACTION,,x/5,x/5 = 3. What frees the x?
alg1-02-01,rem-fe-c,remedial.concept.body,true,WORD_TEARING,left,…x = 12. Undoin⟦g ÷2⟧ is ×2. Check:…,"Slow it down with x/2 = 6. Half of x is 6, so x is twice that: x = 12. Undoing ÷2 is ×2. Check: 12/2 = 6. ✓"
alg1-02-01,rem-fe-c,remedial.concept.body,true,WORD_TEARING,left,…. Undoing ÷2 i⟦s ×2⟧. Check: 12/2 …,"Slow it down with x/2 = 6. Half of x is 6, so x is twice that: x = 12. Undoing ÷2 is ×2. Check: 12/2 = 6. ✓"
alg1-02-01,rem-fe-c,remedial.concept.body,true,RAW_FRACTION,,x/2,"Slow it down with x/2 = 6. Half of x is 6, so x is twice that: x = 12. Undoing ÷2 is ×2. Check: 12/2 = 6. ✓"
alg1-02-01,rem-fe-k,remedial.check.explanationVariants,true,RAW_FRACTION,,x/2,"x/2 = 6: half of x is 6, so x = 12."
alg1-02-01,rem-fe-k,remedial.check.widget.commonErrors[].feedback,true,RAW_FRACTION,,x/2,"6 is x/2, half of x. The whole x is 12."
alg1-02-01,rem-fe-k,remedial.check.widget.prompt,false,RAW_FRACTION,,x/2,Solve for x: x/2 = 6
alg1-02-02,c1,body,true,WORD_TEARING,right,…ome whole — **⟦3x + 2⟧x = 30** — so …,"Two fractions? Clear them both at once. For **x/2 + x/3 = 5**, multiply EVERY term by the LCD 6: the fractions become whole — **3x + 2x = 30** — so 5x = 30 and x = 6."
alg1-02-02,c1,body,true,RAW_FRACTION,,x/2,"Two fractions? Clear them both at once. For **x/2 + x/3 = 5**, multiply EVERY term by the LCD 6: the fractions become whole — **3x + 2x = 30** — so 5x = 30 and x = 6."
alg1-02-02,ch1,explanationVariants,true,WORD_TEARING,right,"… 7: ×12 gives ⟦4x + 3⟧x = 84, so 7x …","x/3 + x/4 = 7: ×12 gives 4x + 3x = 84, so 7x = 84 and x = 12."
alg1-02-02,ch1,explanationVariants,true,RAW_FRACTION,,x/3,"x/3 + x/4 = 7: ×12 gives 4x + 3x = 84, so 7x = 84 and x = 12."
alg1-02-02,ch1,hints,true,WORD_TEARING,right,⟦4x + 3⟧x = 84.,4x + 3x = 84.
alg1-02-02,ch1,widget.commonErrors[].feedback,true,WORD_TEARING,left,Th⟦e ×12⟧ hit only the …,"The ×12 hit only the LEFT side: 7x = 7 gives 1. The 7 scales too: 7x = 84, x = 12."
alg1-02-02,ch1,widget.fallbackFeedback,true,WORD_TEARING,right,…2 every term: ⟦4x + 3⟧x = 84 → 7x = …,×12 every term: 4x + 3x = 84 → 7x = 84 → x = 12.
alg1-02-02,ch1,widget.prompt,false,RAW_FRACTION,,x/3,Solve for x: x/3 + x/4 = 7
alg1-02-02,i1,widget.pairErrors[].feedback,true,RAW_FRACTION,,the /5,×6 doesn't clear the /5 (6/5 isn't whole). The LCD of 2 and 5 is 10.
alg1-02-02,i2,widget.operations[].feedback,true,WORD_TEARING,left,"…Clear them wit⟦h ×10⟧ first, THEN c…","x/2 and x/5 don't combine as-is — different denominators. Clear them with ×10 first, THEN combine 5x + 2x."
alg1-02-02,i2,widget.operations[].feedback,true,WORD_TEARING,right,… THEN combine ⟦5x + 2⟧x.,"x/2 and x/5 don't combine as-is — different denominators. Clear them with ×10 first, THEN combine 5x + 2x."
alg1-02-02,i2,widget.operations[].feedback,true,RAW_FRACTION,,x/2,"x/2 and x/5 don't combine as-is — different denominators. Clear them with ×10 first, THEN combine 5x + 2x."
alg1-02-02,i2,widget.prompt,false,RAW_FRACTION,,x/2,Solve x/2 + x/5 = 7. Drag the steps into order.
alg1-02-02,k1,explanationVariants,true,WORD_TEARING,right,"…rywhere gives ⟦3x + 2⟧x = 30, so 5x …","x/2 + x/3 = 5: ×6 everywhere gives 3x + 2x = 30, so 5x = 30 and x = 6."
alg1-02-02,k1,explanationVariants,true,RAW_FRACTION,,x/2,"x/2 + x/3 = 5: ×6 everywhere gives 3x + 2x = 30, so 5x = 30 and x = 6."
alg1-02-02,k1,hints,true,WORD_TEARING,right,⟦3x + 2⟧x = 30.,3x + 2x = 30.
alg1-02-02,k1,widget.commonErrors[].feedback,true,WORD_TEARING,left,Th⟦e ×6⟧ hit only the …,"The ×6 hit only the LEFT side: 5x = 5 gives 1. Both sides scale: 5x = 30, x = 6."
alg1-02-02,k1,widget.fallbackFeedback,true,WORD_TEARING,right,…6 every term: ⟦3x + 2⟧x = 30 → 5x = …,×6 every term: 3x + 2x = 30 → 5x = 30 → x = 6.
alg1-02-02,k1,widget.prompt,false,RAW_FRACTION,,x/2,Solve for x: x/2 + x/3 = 5
alg1-02-02,k2,explanationVariants,true,WORD_TEARING,right,"… 7: ×10 gives ⟦5x + 2⟧x = 70, so 7x …","x/2 + x/5 = 7: ×10 gives 5x + 2x = 70, so 7x = 70 and x = 10."
alg1-02-02,k2,explanationVariants,true,RAW_FRACTION,,x/2,"x/2 + x/5 = 7: ×10 gives 5x + 2x = 70, so 7x = 70 and x = 10."
alg1-02-02,k2,hints,true,WORD_TEARING,right,⟦5x + 2⟧x = 70.,5x + 2x = 70.
alg1-02-02,k2,widget.commonErrors[].feedback,true,WORD_TEARING,left,Th⟦e ×10⟧ hit only the …,"The ×10 hit only the LEFT side: 7x = 7 gives 1. Both sides scale: 7x = 70, x = 10."
alg1-02-02,k2,widget.fallbackFeedback,true,WORD_TEARING,right,…0 every term: ⟦5x + 2⟧x = 70 → 7x = …,×10 every term: 5x + 2x = 70 → 7x = 70 → x = 10.
alg1-02-02,k2,widget.prompt,false,RAW_FRACTION,,x/2,Solve for x: x/2 + x/5 = 7
alg1-02-02,k3,explanationVariants,true,RAW_FRACTION,,x/2,×6 on just x/2 changes the equation's meaning — every term on both sides must scale together.
alg1-02-02,k3,widget.options[].feedback,true,WORD_TEARING,left,… 5 all take th⟦e ×6⟧: 3x + 2x = 30…,"Yes — x/2, x/3, AND the 5 all take the ×6: 3x + 2x = 30."
alg1-02-02,k3,widget.options[].feedback,true,WORD_TEARING,left,…left side grow⟦s ×6⟧ while the rig…,Then the left side grows ×6 while the right stays — the balance breaks. The 5 becomes 30 too.
alg1-02-02,k3,widget.options[].feedback,true,WORD_TEARING,right,… take the ×6: ⟦3x + 2⟧x = 30.,"Yes — x/2, x/3, AND the 5 all take the ×6: 3x + 2x = 30."
alg1-02-02,k3,widget.options[].feedback,true,RAW_FRACTION,,x/2,"Yes — x/2, x/3, AND the 5 all take the ×6: 3x + 2x = 30."
alg1-02-02,k3,widget.prompt,false,RAW_FRACTION,,x/2,"When clearing x/2 + x/3 = 5 with ×6, which terms get multiplied?"
alg1-02-02,rem-lc-c,remedial.concept.body,true,WORD_TEARING,left,"… so x = 4. Wit⟦h ×2⟧: x + x = 8, 2…","Slow it down with x/2 + x/2 = 4. Two halves of x make a whole x — so x = 4. With ×2: x + x = 8, 2x = 8, x = 4. Same answer, both roads."
alg1-02-02,rem-lc-c,remedial.concept.body,true,RAW_FRACTION,,x/2,"Slow it down with x/2 + x/2 = 4. Two halves of x make a whole x — so x = 4. With ×2: x + x = 8, 2x = 8, x = 4. Same answer, both roads."
alg1-02-02,rem-lc-k,remedial.check.explanationVariants,true,RAW_FRACTION,,x/2,"x/2 + x/2 = 4: two halves make a whole, so x = 4."
alg1-02-02,rem-lc-k,remedial.check.widget.fallbackFeedback,true,RAW_FRACTION,,x/2,"x/2 + x/2 = x, so x = 4."
alg1-02-02,rem-lc-k,remedial.check.widget.prompt,false,RAW_FRACTION,,x/2,Solve for x: x/2 + x/2 = 4
alg1-02-03,c2,body,true,WORD_TEARING,left,"…2x + 3 = 4, th⟦e ×10⟧ turns 3 into …","The classic slip: shifting the decimals but leaving a **whole number** unshifted. In 0.2x + 3 = 4, the ×10 turns 3 into 30 and 4 into 40 — zeros for everyone."
alg1-02-03,i1,body,true,WORD_TEARING,left,…equation to it⟦s ×10⟧ version.,Match each decimal equation to its ×10 version.
alg1-02-03,i2,widget.fallbackFeedback,true,WORD_TEARING,left,"…hift everythin⟦g ×10⟧, then the two…","Shift everything ×10, then the two-step: constant, coefficient."
alg1-02-03,i2,widget.operations[].feedback,true,WORD_TEARING,left,"…hift everythin⟦g ×10⟧, then the two…","Shift everything ×10, then the two-step: constant, coefficient."
alg1-02-03,i2,widget.operations[].feedback,true,WORD_TEARING,left,…tract until th⟦e ×10⟧ shift creates…,"There's no 30 to subtract until the ×10 shift creates it — shift first, then run the two-step."
alg1-02-03,i2,widget.operations[].feedback,true,WORD_TEARING,left,"…hift everythin⟦g ×10⟧, then the two…","Shift everything ×10, then the two-step: constant, coefficient."
