source,lesson_id,step_path,figure_id,render_decision,adversarial_decision,risk_reasons,binding_key,illustration_description,accompanying_text
content/courses/absolute-value-piecewise/lessons/avp-02-03.json,avp-02-03,steps.0,avp-band-versus-rays,RENDER,PASS,,b36495a0,Absolute value of x less than three is a band between negative three and three; absolute value of x greater than three is two rays heading outward.,"|x| < 3 asks which points are CLOSER than three units to zero — a band around the origin, from −3 to 3. |x| > 3 asks the opposite: points farther out than three units, which is everything beyond −3 on the left and beyond 3 on the right. One band, or two rays."
content/courses/absolute-value-piecewise/lessons/avp-02-03.json,avp-02-03,steps.3,avp-sandwich-versus-split,RENDER,PASS,,b2be51db,Less-than gives one connected sandwich written as a single chain; greater-than gives two separate pieces joined by the word or.,"So the direction of the sign decides the SHAPE of the answer, not just its edges. Less-than gives one sandwich, written with a single chain. Greater-than gives two separate rays, joined by ‘or’ — and it cannot be written as a chain, because no number is on both rays at once."
content/courses/absolute-value-piecewise/lessons/avp-03-01.json,avp-03-01,steps.0,avp-two-formulas-one-rule,RENDER,PASS,,7838eaad,"A phone plan charging one rate up to five gigabytes and another beyond it is one function with two formulas, each labelled with the inputs it governs.","Some rules change formula partway along. A phone plan charges one rate up to 5 GB and another beyond it; that is one function with two formulas, each labelled with the inputs it governs. The labels are what keep it a function: every input is handed to exactly one formula."
content/courses/absolute-value-piecewise/lessons/avp-03-01.json,avp-03-01,steps.3,avp-pick-branch-then-apply,RENDER,PASS,,48f3265f,"Evaluating a piecewise rule takes two moves in order: first find which condition the input satisfies, then apply that branch's formula.","So evaluating happens in two moves, and the order matters: first find which condition the input satisfies, THEN apply that branch's formula. Reaching for the nearest formula and checking the condition afterwards is what produces most piecewise errors."
content/courses/absolute-value-piecewise/lessons/avp-03-02.json,avp-03-02,steps.0,avp-branch-over-its-domain,RENDER,PASS,,355af7dd,"Each formula is drawn only over the inputs it governs, and the branches meet at the boundary where a decision must be made about which one owns that point.","Graphing a piecewise rule means drawing each formula only over the inputs it governs, then deciding what happens where the branches meet. At the boundary exactly one branch owns the point — the one whose condition includes it — and the graph marks that with a filled dot and the other with an open one."
content/courses/absolute-value-piecewise/lessons/avp-03-02.json,avp-03-02,steps.3,avp-open-closed-circle,RENDER,PASS,,d82c10b4,A filled circle marks a height the branch attains; an open circle records a height it approaches but never reaches. When both branches meet at the same height the dots coincide and the graph is connected.,"The open circle is not decoration — it records that the branch approaches a height it never attains. When the two branches meet at the same height the dots coincide and the graph is continuous; when they do not, the graph jumps, and the size of that jump is visible on the page."
content/courses/absolute-value-piecewise/lessons/avp-03-03.json,avp-03-03,steps.0,avp-step-function,RENDER,PASS,,9c4985e8,"Postage, parking and tax brackets are flat between jumps: the graph is a staircase of level treads with a jump at each boundary.","Some real rules are piecewise with many pieces, all of them flat. Postage charges by the ounce, parking by the hour, tax by the bracket. Between the jumps the price does not move at all; at each jump it leaps. Graphed, these rules look like a staircase."
content/courses/absolute-value-piecewise/lessons/avp-03-03.json,avp-03-03,steps.3,avp-step-loses-detail,RENDER,PASS,,58306915,"Within one step the price carries no information about the exact input: three different weights on the same tread all cost the same, so the cost cannot tell them apart.","Flat between jumps has a consequence worth naming: within one step the price carries no information about the exact input. Learning a letter cost $3 tells you the weight was more than 2 oz and at most 3 oz — a range, never a number. Steps trade precision for simplicity, on purpose."
content/courses/add-subtract-10-k/lessons/koa-01-01.json,koa-01-01,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,8d69cf69,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","When two groups come together, count every object in both groups to find how many there are in all."
content/courses/add-subtract-10-k/lessons/koa-01-01.json,koa-01-01,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,0448c72a,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Nothing is left out and nothing is counted twice — every object gets exactly one number.
content/courses/add-subtract-10-k/lessons/koa-01-02.json,koa-01-02,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,69ec3ce5,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Your fingers are always with you. Hold up one group on one hand and the other group on the other hand.
content/courses/add-subtract-10-k/lessons/koa-01-02.json,koa-01-02,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,5a988028,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Then count every raised finger, starting from one, to find the total."
content/courses/add-subtract-10-k/lessons/koa-01-03.json,koa-01-03,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,1d14cb3e,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",A drawing keeps a group still so you can count it carefully.
content/courses/add-subtract-10-k/lessons/koa-01-03.json,koa-01-03,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,6f1681c9,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Draw the first group, then draw the second group beside it, then count everything you drew."
content/courses/add-subtract-10-k/lessons/koa-01-04.json,koa-01-04,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,fbdb6e99,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","A sum can be acted out: start with a group of children, then let more children join them."
content/courses/add-subtract-10-k/lessons/koa-01-04.json,koa-01-04,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,6afa54e0,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","The group grows as each child joins, so the total is larger than the group you started with."
content/courses/add-subtract-10-k/lessons/koa-01-05.json,koa-01-05,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,6ff43691,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",A number sentence records what happened. The plus sign means groups came together.
content/courses/add-subtract-10-k/lessons/koa-01-05.json,koa-01-05,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,cc161bfb,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",The equals sign says both sides name the same amount: 3 + 2 and 5 are the same number.
content/courses/add-subtract-10-k/lessons/koa-02-01.json,koa-02-01,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,be34d5aa,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Taking away removes objects from a group. What is left is always less than what you started with.
content/courses/add-subtract-10-k/lessons/koa-02-01.json,koa-02-01,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,57c15a10,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Count what remains, not what was removed — those are two different numbers."
content/courses/add-subtract-10-k/lessons/koa-02-02.json,koa-02-02,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,19f01806,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","To show taking away in a drawing, cross out the objects that leave."
content/courses/add-subtract-10-k/lessons/koa-02-02.json,koa-02-02,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,45e51e2c,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","The crossed-out marks stay on the page as a record, but only the plain ones are still in the group."
content/courses/add-subtract-10-k/lessons/koa-02-03.json,koa-02-03,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,f4354e1a,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","A take-away can be acted out too: children stop playing and go home, one at a time."
content/courses/add-subtract-10-k/lessons/koa-02-03.json,koa-02-03,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,1d48ad23,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Each child leaving makes the playing group one smaller.
content/courses/add-subtract-10-k/lessons/koa-02-04.json,koa-02-04,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,11454325,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","The minus sign records taking away, just as the plus sign records joining."
content/courses/add-subtract-10-k/lessons/koa-02-04.json,koa-02-04,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,937b937c,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","The first number is what you started with, and the second is what left."
content/courses/add-subtract-10-k/lessons/koa-02-05.json,koa-02-05,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,f39d8b40,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Whatever the story, the question ""how many are left?"" always asks about what remains."
content/courses/add-subtract-10-k/lessons/koa-02-05.json,koa-02-05,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,eaa66870,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Start at the number you had and count back once for each object that goes.
content/courses/add-subtract-10-k/lessons/koa-03-01.json,koa-03-01,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,d76e82a0,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",An add-to story starts with a group and puts more into it.
content/courses/add-subtract-10-k/lessons/koa-03-01.json,koa-03-01,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,142a6971,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","The starting amount and the amount added are both known, so the total is what is missing."
content/courses/add-subtract-10-k/lessons/koa-03-02.json,koa-03-02,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,63fab553,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",A take-from story starts with a group and removes part of it.
content/courses/add-subtract-10-k/lessons/koa-03-02.json,koa-03-02,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,11f83cae,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","The start and the amount removed are known, so what remains is the missing number."
content/courses/add-subtract-10-k/lessons/koa-03-03.json,koa-03-03,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,EXAMPLE_NUMBER_CONFLICT[figure=0+10+4+5+6+7+3;text=1+2],60b1ecfc,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",A put-together story has two parts that were never apart — they simply make up one whole.
content/courses/add-subtract-10-k/lessons/koa-03-03.json,koa-03-03,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,99d99555,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Nothing is added or removed; the two parts are counted together to name the whole.
content/courses/add-subtract-10-k/lessons/koa-03-04.json,koa-03-04,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,e17d5bba,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Before you can solve a story, decide what happened: did the group grow, or did it shrink?"
content/courses/add-subtract-10-k/lessons/koa-03-04.json,koa-03-04,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,ebe9f206,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Growing means adding. Shrinking means subtracting. The words of the story tell you which.
content/courses/add-subtract-10-k/lessons/koa-03-05.json,koa-03-05,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,e4a6fa23,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","A drawing of a story must show two things: how many there were, and what happened to them."
content/courses/add-subtract-10-k/lessons/koa-03-05.json,koa-03-05,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,5ed7a9c4,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","A drawing that shows only the start, or only the change, does not tell the whole story."
content/courses/add-subtract-10-k/lessons/koa-03-06.json,koa-03-06,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,0e8ba0a8,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Some sums are worth knowing by heart, so you do not have to count them every time."
content/courses/add-subtract-10-k/lessons/koa-03-06.json,koa-03-06,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,9dfffc14,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",The sums that make 5 or less come back quickly with practice.
content/courses/add-subtract-10-k/lessons/koa-03-07.json,koa-03-07,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,95033a8d,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Differences within 5 are worth knowing by heart too.
content/courses/add-subtract-10-k/lessons/koa-03-07.json,koa-03-07,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,607dbde6,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Each one is the partner of a sum you already know: if 2 and 3 make 5, then 5 take away 3 leaves 2."
content/courses/add-subtract-10-k/lessons/koa-03-08.json,koa-03-08,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,47eb57ce,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.",Adding one moves to the very next counting number. Taking one away moves back to the number before.
content/courses/add-subtract-10-k/lessons/koa-03-08.json,koa-03-08,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,aa5f8a58,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","These two facts work for every number, so they never need counting out."
content/courses/add-subtract-10-k/lessons/koa-03-09.json,koa-03-09,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,d492e919,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Zero means none. Adding zero puts nothing in, and taking zero away removes nothing."
content/courses/add-subtract-10-k/lessons/koa-03-09.json,koa-03-09,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,4ac9720d,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Either way the group is untouched, so the number stays exactly the same."
content/courses/add-subtract-10-k/lessons/koa-03-10.json,koa-03-10,steps.0,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,ae7a5882,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Now the sums and differences within 5 come back together, mixed up and out of order."
content/courses/add-subtract-10-k/lessons/koa-03-10.json,koa-03-10,steps.3,count-on-hops,SUPPRESS_KNOWN_MISMATCH,SUPPRESS_KNOWN_MISMATCH,,59846e40,"A number line from 0 to 10. A blue dot sits on 4. Three orange hops step to 5, 6, then 7, where a green dot lands. The caption reads four plus three equals seven.","Mixing them removes the rhythm of a single page, so each fact must be recalled on its own."
content/courses/add-subtract-100/lessons/as100-01-01.json,as100-01-01,steps.0,doubles-mirror,RENDER,PASS,,8e9955ef,Six dots on the left and six mirrored dots on the right of a fold line. A double is the same number twice: six plus six equals twelve.,"A **double** is the same number twice, like a mirror. 6 + 6 = 12."
content/courses/add-subtract-100/lessons/as100-01-01.json,as100-01-01,steps.3,as100-doubles,RENDER,PASS,,bf845cce,"Doubles land on even numbers: five plus five is ten, six plus six is twelve, and so on up to twenty.","Doubles land on **even** numbers: 10, 12, 14, 16, 18, 20. Learn them and they're instant."
content/courses/add-subtract-100/lessons/as100-01-02.json,as100-01-02,steps.0,near-double,RENDER,PASS,,604fc679,"Two columns of seven dots make double seven, fourteen. One extra green dot joins the second column, making seven plus eight equal fifteen: double seven plus one.","Neighbors like 7 + 8 are **near doubles**: double 7 is 14, one more is 15."
content/courses/add-subtract-100/lessons/as100-01-02.json,as100-01-02,steps.3,as100-near-doubles,RENDER,PASS,,09cec70c,"Near doubles land on odd numbers, one past an even double: five plus six is eleven, six plus seven is thirteen.","Near doubles land on **odd** numbers: 11, 13, 15, 17 — one past an even double."
content/courses/add-subtract-100/lessons/as100-01-03.json,as100-01-03,steps.0,as100-four-tools,RENDER,PASS,,2725f6da,"Four addition tools to choose from: doubles, near doubles, make ten, and count on.","You own four tools: doubles, near doubles, make ten, count on. Pick the fastest for each fact."
content/courses/add-subtract-100/lessons/as100-01-03.json,as100-01-03,steps.3,as100-name-tool,RENDER,PASS,,bfcac180,"Speed comes from choosing: see the fact, name the tool, then answer.","Speed comes from choosing, not rushing. See the fact, name the tool, answer."
content/courses/add-subtract-100/lessons/as100-02-01.json,as100-02-01,steps.0,tens-plus-tens,RENDER,PASS,,e5ca4545,Three ten-rods plus four ten-rods make seven ten-rods. Thirty plus forty equals seventy — adding tens is like adding three plus four.,"Adding tens is like adding ones. 3 tens + 4 tens = 7 tens, so 30 + 40 = 70."
content/courses/add-subtract-100/lessons/as100-02-01.json,as100-02-01,steps.3,as100-add-tens-zero,RENDER,PASS,,32e9c6cc,"Adding whole tens keeps the ones digit at zero: only the tens digit changes, as in thirty plus forty is seventy.",The ones digit stays 0 when you add whole tens — only the tens digit changes.
content/courses/add-subtract-100/lessons/as100-02-02.json,as100-02-02,steps.0,as100-add-ones-39,RENDER,PASS,,52f136fe,"Ones join the ones: thirty-four plus five makes thirty-nine, and the three tens do not change.","Ones join the ones. 34 + 5: the 5 joins the 4, making 39. The 3 tens don't change."
content/courses/add-subtract-100/lessons/as100-02-02.json,as100-02-02,steps.3,as100-only-ones-79,RENDER,PASS,,6b5a1f5c,"Add ones only to the ones digit: seventy-one plus eight changes only the one, making seventy-nine.",Add ones to the ones digit — never to the tens digit. 71 + 8 changes only the 1.
content/courses/add-subtract-100/lessons/as100-02-03.json,as100-02-03,steps.0,as100-add-by-place-86,RENDER,PASS,,2c6cbea2,"Add tens with tens and ones with ones: for thirty-four plus fifty-two, three tens plus five tens is eight tens and four ones plus two ones is six ones, making eighty-six.","Add tens with tens, ones with ones. 34 + 52: tens 3+5=8, ones 4+2=6, so 86."
content/courses/add-subtract-100/lessons/as100-02-03.json,as100-02-03,steps.3,as100-split-join-88,RENDER,PASS,,0b275c09,"Split, add, join: sixty-one plus twenty-seven is sixty plus twenty and one plus seven, which is eighty and eight, making eighty-eight.","Split, add, join: 61 + 27 is 60+20 and 1+7 — that's 80 and 8, so 88."
content/courses/add-subtract-100/lessons/as100-02-04.json,as100-02-04,steps.0,regroup-bundle,RENDER,PASS,,307ce6bc,"Adding thirty-seven and twenty-five: the ones make twelve, so ten of them bundle into one new ten-rod, leaving two ones. Five tens plus the new rod is six tens: sixty-two.","37 + 25: the ones make 12 — too many! Trade ten ones for a rod: 6 tens 2 ones, 62."
content/courses/add-subtract-100/lessons/as100-02-04.json,as100-02-04,steps.3,as100-trade-ten,RENDER,PASS,,ec20db77,"When ten ones are made, trade them for one rod that joins the tens; never keep the ten loose ones.","The traded rod joins the tens. Never drop it, never keep the ten loose ones."
content/courses/add-subtract-100/lessons/as100-03-01.json,as100-03-01,steps.0,as100-sub-tens-40,RENDER,PASS,,a327cc41,"Subtracting tens is like subtracting ones: seven tens minus three tens is four tens, so seventy minus thirty is forty.","Subtracting tens is like subtracting ones. 7 tens − 3 tens = 4 tens, so 70 − 30 = 40."
content/courses/add-subtract-100/lessons/as100-03-01.json,as100-03-01,steps.3,as100-sub-tens-zero,RENDER,PASS,,dc1ff50d,The ones digit stays zero when whole tens leave: only the tens digit shrinks.,The ones digit stays 0 when whole tens leave — only the tens digit shrinks.
content/courses/add-subtract-100/lessons/as100-03-02.json,as100-03-02,steps.0,as100-take-ones-53,RENDER,PASS,,65def6fb,"Ones leave the ones: fifty-eight minus five makes fifty-three, and the five tens hold still.","Ones leave the ones. 58 − 5: the 5 leaves the 8, making 53. The 5 tens hold still."
content/courses/add-subtract-100/lessons/as100-03-02.json,as100-03-02,steps.3,as100-only-ones-61,RENDER,PASS,,64e96772,"Take ones only from the ones digit: sixty-five minus four changes only the five, making sixty-one.",Take ones from the ones digit — never from the tens digit. 65 − 4 changes only the 5.
content/courses/add-subtract-100/lessons/as100-03-03.json,as100-03-03,steps.0,as100-sub-by-place-34,RENDER,PASS,,7f847962,"Take tens from tens and ones from ones: for eighty-six minus fifty-two, eight tens minus five tens is three tens and six ones minus two ones is four ones, making thirty-four.","Take tens from tens, ones from ones. 86 − 52: tens 8−5=3, ones 6−2=4, so 34."
