# sourceSeal=a5aa97b — S242/ENG-01. One row per authored step whose derivation ladder contains a
# stage displaying the GRADED ANSWER. Since the S242 gate these values are withheld until
# tone === 'info' (post-verdict), so a row here is a stage that is HELD, not one that leaks.
# `compelled` = canCheck's requiredStageKeys forces that stage open; harmless once it is held,
# and the number to watch if the gate is ever weakened.
lesson,step,engine,task,kind,graded,stagesTotal,answerStages,compelled
exp-03-03,k2,exactNumberLab,exponentSolve,check,true,3,2,true
exp-03-03,k3,exactNumberLab,exponentSolve,check,true,3,2,true
exp-03-03,ch1,exactNumberLab,exponentSolve,challenge,true,3,2,true
exp-04-01,k1,exactNumberLab,approximationEvaluate,check,true,3,2,true
exp-04-01,k3,exactNumberLab,approximationEvaluate,check,true,3,2,true
exp-04-01,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,2,true
exp-04-02,k1,exactNumberLab,approximationEvaluate,check,true,3,1,true
exp-04-02,k3,exactNumberLab,approximationEvaluate,check,true,3,1,true
exp-04-02,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,1,true
exp-04-03,k2,exactNumberLab,approximationEvaluate,check,true,3,1,true
exp-04-03,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,1,true
ep-01-01,i1,placeValueTransformLab,exponentChain,interactive,false,2,1,false
ep-01-02,i1,placeValueTransformLab,exponentChain,interactive,false,2,1,false
ep-01-03,i3,placeValueTransformLab,exponentChain,interactive,false,2,1,false
esn-01-02,i1,placeValueTransformLab,exponentChain,interactive,false,2,1,false
esn-01-02,k1,placeValueTransformLab,exponentChain,check,true,2,1,false
esn-01-02,i2,placeValueTransformLab,exponentChain,interactive,false,2,1,false
esn-01-02,k2,placeValueTransformLab,exponentChain,check,true,2,1,false
esn-01-02,i3,placeValueTransformLab,exponentChain,interactive,false,2,1,false
esn-01-02,k3,placeValueTransformLab,exponentChain,check,true,2,1,false
esn-01-02,ch1,placeValueTransformLab,exponentChain,challenge,true,3,1,false
esn-01b-01,i1,placeValueTransformLab,exponentChain,interactive,false,2,1,false
esn-01b-01,i2,placeValueTransformLab,exponentChain,interactive,false,2,1,false
esn-01b-02,i1,placeValueTransformLab,exponentChain,interactive,false,2,1,false
esn-01b-02,i2,placeValueTransformLab,exponentChain,interactive,false,3,1,false
esn-01b-03,i1,placeValueTransformLab,exponentChain,interactive,false,2,1,false
esn-01b-03,i2,placeValueTransformLab,exponentChain,interactive,false,2,1,false
ee-01-02,i1,exactNumberLab,powerEvaluate,interactive,false,2,1,true
ee-01-02,k1,exactNumberLab,powerEvaluate,check,true,2,1,true
ee-01-02,k2,exactNumberLab,powerEvaluate,check,true,2,1,true
ee-01-02,i2,exactNumberLab,powerEvaluate,interactive,false,2,2,true
ee-01-02,k3,exactNumberLab,powerEvaluate,check,true,2,1,true
fa-02-02,k1,exactNumberLab,fractionCompare,check,true,3,1,true
fa-02-02,k3,exactNumberLab,fractionCompare,check,true,3,1,true
fa-02-02,ch1,exactNumberLab,fractionCompare,challenge,true,3,1,true
fna-04-01,k1,exactNumberLab,approximationEvaluate,check,true,2,1,false
fna-04-01,k2,exactNumberLab,approximationEvaluate,check,true,2,1,false
fna-04-01,ch1,exactNumberLab,approximationEvaluate,challenge,true,2,1,false
fna-04-02,k2,exactNumberLab,approximationEvaluate,check,true,2,2,false
fna-04-02,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
fna-04-03,k1,exactNumberLab,approximationEvaluate,check,true,2,1,false
fna-04-03,k2,exactNumberLab,approximationEvaluate,check,true,2,1,false
fna-04-03,ch1,exactNumberLab,approximationEvaluate,challenge,true,2,1,false
fna-05-01,k3,exactNumberLab,approximationEvaluate,check,true,2,2,false
fna-05-02,k1,exactNumberLab,approximationEvaluate,check,true,3,1,false
fna-05-02,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
fna-05-03,ch1,exactNumberLab,approximationEvaluate,challenge,true,2,2,false
fg-03-03,ch1,affineRelationshipLab,intersectionX,challenge,true,8,2,true
g7-01-03,i1,geometricConstraintLab,scaledArea,interactive,false,4,2,true
g7-01-03,k1,geometricConstraintLab,scaledArea,check,true,4,1,true
g7-01-03,i2,geometricConstraintLab,scaledArea,interactive,false,4,2,true
g7-01-03,k2,geometricConstraintLab,scaledArea,check,true,2,1,true
g7-01-03,ch1,geometricConstraintLab,scaledArea,challenge,true,4,1,true
g7-03-02,i1,geometricConstraintLab,angleCrossing,interactive,false,2,1,true
g7-03-02,k1,geometricConstraintLab,angleCrossing,check,true,2,1,true
g7-03-02,k2,geometricConstraintLab,angleCrossing,check,true,2,1,true
g7-03-02,ch1,geometricConstraintLab,angleCrossing,challenge,true,3,2,true
in-01-03,k1,exactNumberLab,approximationEvaluate,check,true,3,1,false
in-01-03,k2,exactNumberLab,approximationEvaluate,check,true,2,1,false
in-01-03,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,2,false
in-04-02,k1,exactNumberLab,antiderivativeInitialValue,check,true,2,1,false
in-04-02,k2,exactNumberLab,antiderivativeInitialValue,check,true,2,1,false
in-04-02,ch1,exactNumberLab,antiderivativeInitialValue,challenge,true,3,1,false
lc-02-03,k1,exactNumberLab,approximationEvaluate,check,true,2,1,false
lc-02-03,k2,exactNumberLab,approximationEvaluate,check,true,2,1,false
lc-02-03,ch1,exactNumberLab,approximationEvaluate,challenge,true,2,1,false
lc-03-02,k1,exactNumberLab,approximationEvaluate,check,true,2,2,false
lc-03-02,k2,exactNumberLab,rationalLimitAtInfinity,check,true,2,1,false
lc-03-02,k3,exactNumberLab,rationalLimitAtInfinity,check,true,2,1,false
lc-03-02,ch1,exactNumberLab,rationalLimitAtInfinity,challenge,true,2,2,false
lc-04-01,k2,exactNumberLab,polynomialEvaluate,check,true,2,1,false
lc-04-01,ch1,exactNumberLab,polynomialEvaluate,challenge,true,2,1,false
lc-04-03,k2,exactNumberLab,polynomialEvaluate,check,true,2,2,false
lc-04-03,ch1,exactNumberLab,polynomialEvaluate,challenge,true,2,1,false
lc-05-03,k1,exactNumberLab,approximationEvaluate,check,true,3,1,false
lc-05-03,k2,exactNumberLab,approximationEvaluate,check,true,3,1,false
lc-05-03,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
les-04-02,i1,affineRelationshipLab,evaluateAtX,interactive,false,4,1,true
les-04-02,i2,affineRelationshipLab,evaluateAtX,interactive,false,4,1,true
les-04-03,i1,affineRelationshipLab,intersectionX,interactive,false,8,2,true
les-04-03,k1,affineRelationshipLab,evaluateAtX,check,true,4,1,true
les-04-03,i2,affineRelationshipLab,intersectionX,interactive,false,8,2,true
les-04-03,k2,affineRelationshipLab,evaluateAtX,check,true,4,1,true
les-04-03,k3,affineRelationshipLab,intersectionX,check,true,8,2,true
les-04-03,ch1,affineRelationshipLab,intersectionX,challenge,true,8,3,true
lf-02-01,k2,exactNumberLab,approximationEvaluate,check,true,4,1,false
lf-02-01,ch1,exactNumberLab,approximationEvaluate,challenge,true,4,1,false
lf-02-02,k1,exactNumberLab,approximationEvaluate,check,true,2,2,false
lf-02-02,k3,exactNumberLab,approximationEvaluate,check,true,2,2,false
lf-02-02,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
lf-02-03,k1,exactNumberLab,approximationEvaluate,check,true,2,2,false
lf-02-03,k2,exactNumberLab,approximationEvaluate,check,true,3,1,false
lf-02-03,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
lf-03-02,k1,exactNumberLab,approximationEvaluate,check,true,4,2,false
lf-03-02,k2,exactNumberLab,approximationEvaluate,check,true,4,1,false
lf-03-02,k3,exactNumberLab,approximationEvaluate,check,true,4,1,false
lf-03-02,ch1,exactNumberLab,approximationEvaluate,challenge,true,4,1,false
lf-03-03,k1,exactNumberLab,approximationEvaluate,check,true,3,1,false
lf-03-03,i2,affineRelationshipLab,readIntercept,interactive,false,2,1,true
lf-03-03,k2,exactNumberLab,approximationEvaluate,check,true,3,1,false
lf-03-03,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
lf-04-01,k2,exactNumberLab,approximationEvaluate,check,true,4,1,false
lf-04-01,ch1,exactNumberLab,approximationEvaluate,challenge,true,4,1,false
lf-04-02,k1,exactNumberLab,approximationEvaluate,check,true,4,1,false
lf-04-02,k2,exactNumberLab,approximationEvaluate,check,true,5,2,false
lf-04-02,k3,exactNumberLab,approximationEvaluate,check,true,4,1,false
lf-04-02,ch1,exactNumberLab,approximationEvaluate,challenge,true,4,1,false
lf-04-03,k2,exactNumberLab,approximationEvaluate,check,true,4,1,false
lf-04-03,ch1,exactNumberLab,approximationEvaluate,challenge,true,2,1,false
lg-01-01,k2,exactNumberLab,logarithmEvaluate,check,true,3,1,false
lg-01-01,ch1,exactNumberLab,logarithmArgument,challenge,true,1,1,false
lg-01-02,k1,exactNumberLab,logarithmEvaluate,check,true,3,1,false
lg-01-02,k3,exactNumberLab,logarithmEvaluate,check,true,3,1,false
lg-02-01,k3,exactNumberLab,logarithmEvaluate,check,true,3,1,false
lg-02-01,ch1,exactNumberLab,logarithmArgument,challenge,true,2,1,false
lg-02-02,k3,exactNumberLab,logarithmEvaluate,check,true,3,1,false
lg-02-03,k2,exactNumberLab,logarithmEvaluate,check,true,3,1,false
lg-02-03,ch1,exactNumberLab,logarithmEvaluate,challenge,true,3,1,false
lg-03-01,k2,exactNumberLab,logarithmEvaluate,check,true,3,1,false
lg-03-01,ch1,exactNumberLab,approximationEvaluate,challenge,true,2,1,false
lg-03-02,k2,exactNumberLab,logarithmEvaluate,check,true,3,1,false
lg-03-02,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
lg-03-03,k1,exactNumberLab,logarithmEqualArguments,check,true,2,1,false
lg-03-03,ch1,exactNumberLab,logarithmSumQuadratic,challenge,true,2,1,false
lg-04-02,k1,exactNumberLab,approximationEvaluate,check,true,2,2,false
lg-04-02,k3,exactNumberLab,approximationEvaluate,check,true,2,1,false
lg-04-02,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
md-05-02,i1,geometricConstraintLab,perimeterMissing,interactive,false,3,1,true
md-05-02,k1,geometricConstraintLab,perimeterMissing,check,true,3,1,true
md-05-02,k2,geometricConstraintLab,perimeterMissing,check,true,4,1,true
md-05-02,i2,geometricConstraintLab,perimeterMissing,interactive,false,4,1,true
md-05-02,k3,geometricConstraintLab,perimeterMissing,check,true,4,1,true
md-05-02,ch1,geometricConstraintLab,perimeterMissing,challenge,true,4,1,true
ns-01-02,i2,quotientReasoningLab,fractionDivide,interactive,false,4,1,false
ns-02-01,i1,quotientReasoningLab,verifyProduct,interactive,false,3,1,false
ns-02-01,k1,quotientReasoningLab,integerQuotient,check,true,3,1,false
ns-02-01,k2,quotientReasoningLab,integerQuotient,check,true,3,2,false
ns-02-01,i2,quotientReasoningLab,integerRemainder,interactive,false,3,2,false
ns-02-01,ch1,quotientReasoningLab,integerQuotient,challenge,true,3,1,false
pv2-03-02,i1,placeValueTransformLab,roundPartsThenSum,interactive,false,3,1,false
pq-01-01,k1,exactNumberLab,approximationEvaluate,check,true,2,1,false
pq-01-01,k2,exactNumberLab,approximationEvaluate,check,true,2,1,false
pq-01-01,k3,exactNumberLab,approximationEvaluate,check,true,2,1,false
pq-01-02,k1,exactNumberLab,approximationEvaluate,check,true,2,1,false
pq-01-02,k2,exactNumberLab,approximationEvaluate,check,true,2,1,false
pq-01-02,ch,exactNumberLab,approximationEvaluate,challenge,true,2,1,false
pq-01-03,k1,exactNumberLab,approximationEvaluate,check,true,2,1,false
pq-01-03,k3,exactNumberLab,approximationEvaluate,check,true,2,1,false
pf-01-01,k1,exactNumberLab,approximationEvaluate,check,true,2,1,false
pf-01-01,k2,exactNumberLab,polynomialEvaluate,check,true,2,1,false
pf-01-01,ch1,exactNumberLab,polynomialEvaluate,challenge,true,2,1,false
pf-03-01,k3,exactNumberLab,polynomialEvaluate,check,true,2,1,false
pf-03-02,k2,exactNumberLab,polynomialEvaluate,check,true,2,1,false
pf-05-02,k3,exactNumberLab,polynomialMinimumDegree,check,true,1,1,false
pf-05-02,ch1,exactNumberLab,polynomialMinimumDegree,challenge,true,2,2,false
pf-05-03,k3,exactNumberLab,approximationEvaluate,check,true,4,1,false
pf-05-03,ch1,exactNumberLab,approximationEvaluate,challenge,true,2,1,false
pra-01-02,k1,exactNumberLab,polynomialEvaluate,check,true,2,1,false
pra-01-03,k2,exactNumberLab,approximationEvaluate,check,true,3,1,false
pra-01-03,ch1,exactNumberLab,polynomialIntegerRoots,challenge,true,2,1,false
pra-02-01,k1,exactNumberLab,polynomialZeroCount,check,true,1,1,false
pra-02-01,k2,exactNumberLab,polynomialZeroCount,check,true,2,1,false
pra-02-01,ch1,exactNumberLab,polynomialZeroCount,challenge,true,1,1,false
pra-02-02,k2,exactNumberLab,approximationEvaluate,check,true,2,1,false
pra-02-03,k1,exactNumberLab,approximationEvaluate,check,true,3,1,false
pra-02-03,k2,exactNumberLab,approximationEvaluate,check,true,3,1,false
pra-02-03,k3,exactNumberLab,approximationEvaluate,check,true,3,1,false
pra-02-03,ch1,exactNumberLab,approximationEvaluate,challenge,true,4,1,false
pra-03-02,k3,exactNumberLab,approximationEvaluate,check,true,3,1,false
pra-03-02,ch1,exactNumberLab,approximationEvaluate,challenge,true,4,1,false
pr-02-02,k1,proportionalReasoningLab,constant,check,true,1,1,false
pr-02-02,k2,proportionalReasoningLab,constant,check,true,1,1,false
pr-02-02,k3,proportionalReasoningLab,predictOutput,check,true,2,1,false
pr-02-02,ch1,proportionalReasoningLab,predictOutput,challenge,true,2,1,false
pr-02-03,k1,proportionalReasoningLab,constant,check,true,1,1,false
pr-02-03,i3,proportionalReasoningLab,predictOutput,interactive,false,2,1,false
pr-02-03,k2,proportionalReasoningLab,constant,check,true,1,1,false
pr-02-03,k3,proportionalReasoningLab,predictOutput,check,true,2,1,false
pr-02-03,ch1,proportionalReasoningLab,predictOutput,challenge,true,2,1,false
pr-03-02,i2,pointSetReasoningLab,unitRate,interactive,false,5,3,true
pr-03-02,i3,pointSetReasoningLab,unitRate,interactive,false,5,1,false
pr-03-02,k3,pointSetReasoningLab,unitRate,check,true,5,1,false
pr-03-02,ch1,pointSetReasoningLab,unitRate,challenge,true,5,1,false
pr-03-03,i1,pointSetReasoningLab,unitRate,interactive,false,5,1,false
pr-03-03,k1,pointSetReasoningLab,unitRate,check,true,5,1,false
pr-03-03,i3,pointSetReasoningLab,unitRate,interactive,false,5,1,false
pr-03-03,k2,pointSetReasoningLab,unitRate,check,true,5,1,false
pr-03-03,ch1,pointSetReasoningLab,unitRate,challenge,true,5,1,false
pr-03b-01,i1,proportionalReasoningLab,constant,interactive,false,1,1,false
pr-03b-01,i2,proportionalReasoningLab,constant,interactive,false,1,1,false
re-01-01,ch1,exactNumberLab,rationalExponentEvaluate,challenge,true,2,1,false
re-01-02,k1,exactNumberLab,approximationEvaluate,check,true,2,1,false
re-01-02,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
re-02-02,k3,exactNumberLab,radicalProduct,check,true,2,1,false
re-02-03,k3,exactNumberLab,approximationEvaluate,check,true,3,1,false
re-03-01,ch1,exactNumberLab,powerEvaluate,challenge,true,2,1,false
re-03-02,ch1,exactNumberLab,radicalEquationSolve,challenge,true,3,1,false
re-04-01,k1,exactNumberLab,radicalEquationSolve,check,true,3,2,false
re-04-01,k2,exactNumberLab,radicalEquationSolve,check,true,3,1,false
re-04-01,ch1,exactNumberLab,radicalEquationSolve,challenge,true,3,1,false
re-04-02,ch1,exactNumberLab,radicalEquationExtraneous,challenge,true,3,1,false
re-04-03,k1,exactNumberLab,radicalEquationSolve,check,true,3,1,false
re-04-03,ch1,exactNumberLab,radicalEquationExtraneous,challenge,true,3,1,false
re-05-01,k1,exactNumberLab,rationalExponentSolve,check,true,3,2,false
re-05-01,k2,exactNumberLab,rationalExponentSolve,check,true,3,2,false
re-05-01,k3,exactNumberLab,rationalExponentSolve,check,true,3,2,false
re-05-01,ch1,exactNumberLab,rationalExponentSolve,challenge,true,3,1,false
re-05-02,ch1,exactNumberLab,rationalExponentSolve,challenge,true,3,2,false
re-05-03,k1,exactNumberLab,approximationEvaluate,check,true,2,1,false
re-05-03,k2,exactNumberLab,approximationEvaluate,check,true,2,1,false
re-05-03,ch1,exactNumberLab,approximationEvaluate,challenge,true,2,1,false
rad-01-01,k2,exactNumberLab,squareEvaluate,check,true,1,1,false
rad-01-01,ch1,exactNumberLab,squareEvaluate,challenge,true,1,1,false
rad-02-01,k1,exactNumberLab,radicalCombine,check,true,2,1,false
rad-02-01,k2,exactNumberLab,radicalCombine,check,true,2,1,false
rad-02-01,k3,exactNumberLab,radicalCombine,check,true,2,2,false
rad-02-01,ch1,exactNumberLab,radicalCombine,challenge,true,2,1,false
rad-02-02,k1,exactNumberLab,radicalProduct,check,true,2,1,false
rad-02-02,k2,exactNumberLab,radicalProduct,check,true,2,1,false
rad-02-03,k1,exactNumberLab,radicalProduct,check,true,2,1,false
rad-02-03,k2,exactNumberLab,radicalProduct,check,true,2,1,false
rad-03-01,k1,exactNumberLab,rationalExponentEvaluate,check,true,2,2,false
rad-03-01,k2,exactNumberLab,rationalExponentEvaluate,check,true,2,2,false
rad-03-01,k3,exactNumberLab,rationalExponentEvaluate,check,true,2,2,false
rad-03-01,ch1,exactNumberLab,rationalExponentEvaluate,challenge,true,2,2,false
rad-03-02,k1,exactNumberLab,rationalExponentEvaluate,check,true,2,1,false
rad-03-02,k2,exactNumberLab,rationalExponentEvaluate,check,true,2,1,false
rad-03-02,k3,exactNumberLab,rationalExponentEvaluate,check,true,2,1,false
rad-03-02,ch1,exactNumberLab,rationalExponentEvaluate,challenge,true,2,1,false
rad-04-01,k1,geometricConstraintLab,pythagoreanArea,check,true,4,1,true
rad-04-01,k2,geometricConstraintLab,pythagoreanArea,check,true,4,1,true
rad-04-01,k3,geometricConstraintLab,pythagoreanArea,check,true,4,1,true
rad-04-01,ch1,geometricConstraintLab,pythagoreanArea,challenge,true,4,1,true
rad-04-02,k1,geometricConstraintLab,pythagoreanArea,check,true,3,2,true
rad-04-02,k2,geometricConstraintLab,pythagoreanArea,check,true,3,2,true
rad-04-03,k1,geometricConstraintLab,coordinateProof,check,true,3,1,true
rad-04-03,k2,geometricConstraintLab,coordinateProof,check,true,3,2,true
rad-04-03,k3,geometricConstraintLab,coordinateProof,check,true,3,1,true
rad-04-03,ch1,geometricConstraintLab,coordinateProof,challenge,true,3,1,true
rf-03-01,k3,exactNumberLab,approximationEvaluate,check,true,3,2,false
rf-04-03,k2,exactNumberLab,rationalLimitAtInfinity,check,true,2,1,false
rf-05-02,k3,exactNumberLab,approximationEvaluate,check,true,3,1,false
rf-05-02,ch1,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
rf-05-03,k1,exactNumberLab,approximationEvaluate,check,true,4,1,false
rf-05-03,k3,exactNumberLab,approximationEvaluate,check,true,6,1,false
rf-05-03,ch1,exactNumberLab,approximationEvaluate,challenge,true,4,1,false
rno-04-03,k2,exactNumberLab,rationalOperation,check,true,2,1,true
rr-03-01,k3,proportionalReasoningLab,unitRate,check,true,1,1,false
rr-03-01,ch1,proportionalReasoningLab,predictOutput,challenge,true,2,1,false
rr-03-02,i1,proportionalReasoningLab,unitRate,interactive,false,1,1,false
rr-03-02,k1,proportionalReasoningLab,unitRate,check,true,1,1,false
rr-03-02,i2,proportionalReasoningLab,unitRate,interactive,false,1,1,false
rr-03-03,i1,proportionalReasoningLab,predictOutput,interactive,false,2,1,false
rr-03-03,k1,proportionalReasoningLab,predictInput,check,true,2,1,false
rr-03-03,k2,proportionalReasoningLab,predictOutput,check,true,2,1,false
rr-03-03,i2,proportionalReasoningLab,predictOutput,interactive,false,2,1,false
rr-03-03,ch1,proportionalReasoningLab,cheaperThenPredict,challenge,true,2,1,false
rr-05-03,i1,proportionalReasoningLab,scaleRatio,interactive,false,2,1,false
rr-05-03,k1,proportionalReasoningLab,unitRate,check,true,1,1,false
rr-05-03,k2,proportionalReasoningLab,predictOutput,check,true,2,1,false
rr-05-03,k3,proportionalReasoningLab,percentOf,check,true,2,1,false
rr-05-03,k4,proportionalReasoningLab,discount,check,true,3,1,false
rr-05-03,ch1,proportionalReasoningLab,discount,challenge,true,3,1,false
sy-03-02,i2,proportionalReasoningLab,constant,interactive,false,1,1,false
sg-01-01,k3,exactNumberLab,approximationEvaluate,check,true,4,1,false
sg-01-01,ch,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
sg-01-02,k1,exactNumberLab,approximationEvaluate,check,true,3,1,false
sg-01-02,k2,exactNumberLab,approximationEvaluate,check,true,3,1,false
sg-01-02,ch,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
sg-01-03,k2,exactNumberLab,approximationEvaluate,check,true,2,1,false
sg-01-03,ch,exactNumberLab,approximationEvaluate,challenge,true,3,1,false
sg-02-01,k2,exactNumberLab,approximationEvaluate,check,true,3,1,false
