# sourceSeal=ae399cc+inputs.a0bbd8591c69 inputFiles=1969 generatedBy=scripts/audit/mcq-leakage.mts
# One row per (item, tell). Each tell is a documented multiple-choice writing failure, scored
# independently — a length leak is a different repair from a lone-justification leak.
# NOT a rewrite list: MCQ review is grouped by misconception family, and nothing is reworded by
# string length alone. A row is a candidate for a human read that starts from a named cause.
source,owner,unit,tell,detail,prompt,correct,distractors,path
authored,fna-05-01,k1,length-prose-vs-prose,75 chars vs longest distractor 34,Why does f(x) = x² (all real x) have no inverse function?,An inverse would need to send 9 to both 3 and −3 — a function can't do that,Because x² has no square root · Because parabolas aren't functions,content/courses/function-analysis/lessons/fna-05-01.json
authored,fna-05-02,k2,length-prose-vs-prose,23 chars vs longest distractor 10,Which restriction ALSO makes f(x) = (x − 3)² one-to-one?,x ≤ 3 (the left branch),x ≥ 0 · −1 ≤ x ≤ 7,content/courses/function-analysis/lessons/fna-05-02.json
authored,fna-05-02,k3,length-answer-explains-itself,41 chars vs longest distractor 16,f(x) = x² on x ≥ 0 has range y ≥ 0. What is the DOMAIN of f⁻¹(x) = √x?,x ≥ 0 — the inverse's domain is f's range,All real numbers · x ≥ 3,content/courses/function-analysis/lessons/fna-05-02.json
authored,ft-03-03,i1,only-option-with-a-unit,The −2 in front; its negative sign refle,"In y = −2(x − 1)² + 8, which number controls the FLIP?",The −2 in front; its negative sign reflects the parabola.,The 1 inside; it shifts the parabola horizontally. · The 8 outside; it shifts the parabola vertically. · The exponent 2; it sets the graph's quadratic shape.,content/courses/function-transformations/lessons/ft-03-03.json
authored,fg-01-02,i2,length-prose-vs-prose,59 chars vs longest distractor 37,"Is this a function? (1, 8), (2, 8), (3, 8)",Yes — each input appears once (the repeated output is fine),No — the output 8 repeats · No — every output should be different · Only if the inputs also repeated,content/courses/functions-g8/lessons/fg-01-02.json
authored,fg-01-03,k3,length-prose-vs-prose,49 chars vs longest distractor 24,"An upright U-shape (like y = x², opening upward) — does it pass the vertical line test?",Yes — every vertical line crosses it exactly once,No — it curves too much · No — U-shapes never pass · Only at the bottom point,content/courses/functions-g8/lessons/fg-01-03.json
authored,gf-01-01,k1,length-prose-vs-prose,77 chars vs longest distractor 46,"Why does geometry leave point, line, and plane UNDEFINED?","Every definition uses earlier terms, so some terms must come first, undefined",Nobody has found good definitions for them yet · They are too simple to matter in proofs · They can only be understood with coordinates,content/courses/geometry-foundations/lessons/gf-01-01.json
authored,gf-04-02,i2,length-answer-explains-itself,47 chars vs longest distractor 3,How many lines of symmetry does a circle have?,Infinitely many — every line through the center,1 · 2 · 360,content/courses/geometry-foundations/lessons/gf-04-02.json
authored,gf-05-01,i1,length-prose-vs-prose,30 chars vs longest distractor 13,Which of these is NOT a rigid motion?,a dilation with scale factor 2,a translation · a rotation · a reflection,content/courses/geometry-foundations/lessons/gf-05-01.json
authored,iar-01-02,ch1,length-prose-vs-prose,61 chars vs longest distractor 31,"For y > 2x, why can't (0, 0) be the test point — and what do you do?","It's on the boundary (0 = 2·0); use another point like (1, 0)",Zeros make the arithmetic wrong · You must graph instead,content/courses/inequalities-and-regions/lessons/iar-01-02.json
authored,iar-02-02,k1,length-prose-vs-prose,47 chars vs longest distractor 28,How is a region's corner computed?,Solve the two boundary equations simultaneously,Average the two y-intercepts · Test points until one works,content/courses/inequalities-and-regions/lessons/iar-02-02.json
authored,iar-02-03,k2,length-answer-explains-itself,24 chars vs longest distractor 5,"(5, 3) is outside x ≥ 0, y ≥ 0, x + y ≤ 6. Which fence broke?",x + y ≤ 6 — the sum is 8,x ≥ 0 · y ≥ 0,content/courses/inequalities-and-regions/lessons/iar-02-03.json
authored,ia-01-02,k1,length-answer-explains-itself,46 chars vs longest distractor 6,A region under y = f(x) is revolved about the x-axis. What is the radius of the disc at x?,f(x) — the height of the curve above the axis.,x · πf(x)² · dx,content/courses/integration-applications/lessons/ia-01-02.json
authored,ia-02-01,k2,length-prose-vs-prose,90 chars vs longest distractor 39,"The slices are equilateral TRIANGLES of side s = f(x), instead of squares. What changes?","Only the constant: multiply the same ∫[f(x)]² dx by √3/4, the triangle's area coefficient.",You must revolve the region first. · The integral becomes ∫f(x) dx. · You cannot integrate triangular slices.,content/courses/integration-applications/lessons/ia-02-01.json
authored,g2p-01-03,k3,lone-justification,No because 30 is less than the 32 m part,Two trail legs of 32 m and 25 m give a computed total of 30 m. Reasonable?,No because 30 is less than the 32 m part,Reasonable — totals vary · Reasonable if the legs overlap · Only a ruler could tell,content/courses/length-problems-g2/lessons/g2p-01-03.json
authored,g2p-01-03,k3,only-option-with-a-unit,No because 30 is less than the 32 m part,Two trail legs of 32 m and 25 m give a computed total of 30 m. Reasonable?,No because 30 is less than the 32 m part,Reasonable — totals vary · Reasonable if the legs overlap · Only a ruler could tell,content/courses/length-problems-g2/lessons/g2p-01-03.json
authored,g2p-03-04,k1,lone-justification,No because 30 is less than the 32 m part,Two trail legs of 32 m and 25 m give a computed total of 30 m. Reasonable?,No because 30 is less than the 32 m part,Reasonable — totals vary · Reasonable if the legs overlap · Only a ruler could tell,content/courses/length-problems-g2/lessons/g2p-03-04.json
authored,g2p-03-04,k1,only-option-with-a-unit,No because 30 is less than the 32 m part,Two trail legs of 32 m and 25 m give a computed total of 30 m. Reasonable?,No because 30 is less than the 32 m part,Reasonable — totals vary · Reasonable if the legs overlap · Only a ruler could tell,content/courses/length-problems-g2/lessons/g2p-03-04.json
authored,g2p-03-04,k3,length-prose-vs-prose,73 chars vs longest distractor 48,"Maggie walks two trail legs, first 18 m then 24 m, and says the whole trip totals 42 m. Does that check out?","Yes — 42 m is more than either part, and 18 + 24 checks out to exactly 42",No — two trail legs can never be added together · No — 42 m seems too large for two short legs · Reasonable only if a ruler re-measures the trail,content/courses/length-problems-g2/lessons/g2p-03-04.json
authored,lc-01-03,k1,length-prose-vs-prose,41 chars vs longest distractor 27,"For f(x) = 1/x² as x → 0, the values grow 100, 10 000, 1 000 000, … So lim(x→0) f(x):",does not exist; values grow without bound,approaches 0; values shrink · approaches 1; values settle,content/courses/limits-continuity/lessons/lc-01-03.json
authored,les-01-02,k2,length-answer-explains-itself,54 chars vs longest distractor 34,Why must 3x be subtracted from BOTH sides of 5x + 2 = 3x + 10?,To keep both sides equal — the balance must stay level,Because 3x is always removed first · To make the numbers bigger · Because x must be positive,content/courses/linear-equations-systems/lessons/les-01-02.json
authored,les-02-01,ch1,length-prose-vs-prose,28 chars vs longest distractor 12,Which value of ▢ makes 6x + 1 = 6x + ▢ have NO solution?,Any number except 1 (like 9),1 · 0 only · No value can,content/courses/linear-equations-systems/lessons/les-02-01.json
authored,la-03-01,k2,length-answer-explains-itself,65 chars vs longest distractor 40,Could a triangle have two obtuse angles (both over 90°)?,No triangle can — two such angles would already exceed 180° alone,"Yes, if the third angle is very small · Yes, in a big enough triangle · Only equilateral triangles can't do this",content/courses/lines-angles/lessons/la-03-01.json
authored,g5l-01-01,k1,lone-justification,"600 ÷ 25 = 24, since 25 divides 600 exactly","Estimating 552 ÷ 24, which pair of compatible numbers helps most?","600 ÷ 25 = 24, since 25 divides 600 exactly","500 ÷ 20 = 25 · 552 ÷ 20, leaving the dividend alone · Any two round numbers will do",content/courses/long-division-g5/lessons/g5l-01-01.json
authored,mc-03-02,k3,only-option-with-a-unit,90° — going backward through 11 and 10 i,What is the SHORTER angle between 12 o'clock and 9 o'clock?,90° — going backward through 11 and 10 is only 3 hours,"270° — counting forward through 1, 2, 3... · 9° — matching the hour number · 180° — halfway around",content/courses/measure-convert/lessons/mc-03-02.json
authored,mc-05-01,k3,length-answer-explains-itself,27 chars vs longest distractor 4,A measurement reads 3/8 inch. What is its simplest form?,3/8 — it's already simplest,3/4 · 1/8 · 6/16,content/courses/measure-convert/lessons/mc-05-01.json
authored,nls-01-02,k3,length-prose-vs-prose,37 chars vs longest distractor 19,"A student claims (1, 3) is an intersection of y = x² + 1 and y = 2x + 1. The audit says…","On the line, off the curve — rejected",On both — accepted · Off both — rejected,content/courses/nonlinear-systems/lessons/nls-01-02.json
authored,pc-01-01,k2,length-answer-explains-itself,71 chars vs longest distractor 19,When does a parametric curve have a HORIZONTAL tangent?,When dy/dt = 0 and dx/dt ≠ 0 — y has stopped moving while x carries on.,When dx/dt = 0. · When both are zero. · When t = 0.,content/courses/parametric-polar-calculus/lessons/pc-01-01.json
authored,pc-01-02,k3,length-answer-explains-itself,62 chars vs longest distractor 25,What IS the quantity √((dx/dt)² + (dy/dt)²)?,The SPEED of the point — the magnitude of its velocity vector.,The slope of the curve. · The acceleration. · The area under the curve.,content/courses/parametric-polar-calculus/lessons/pc-01-02.json
authored,pc-02-01,k1,length-prose-vs-prose,71 chars vs longest distractor 39,Why does the polar area formula carry a ½?,"A thin wedge is a TRIANGLE, and a triangle's area is ½ · base · height.",Because you sweep only half the circle. · To avoid double-counting the region. · Because r is squared.,content/courses/parametric-polar-calculus/lessons/pc-02-01.json
authored,pq-01-03,i1,length-prose-vs-prose,76 chars vs longest distractor 31,"As a regular polygon gains more and more sides, what happens to each interior angle?",It climbs toward 180° without reaching it — the shape rounds toward a circle,It shrinks toward 0° · It stays fixed at 108° · It passes 180° for very large n,content/courses/polygons-quadrilaterals/lessons/pq-01-03.json
authored,pq-02-02,i2,length-prose-vs-prose,94 chars vs longest distractor 44,"A quadrilateral has angles 70°, 110°, 70°, 110° in order around the shape. Could it be a parallelogram?","Yes — opposite angles match and consecutive ones supplement, exactly the parallelogram pattern",No — a parallelogram needs four equal angles · No — 70 + 110 should equal 360 · Impossible to say without side lengths,content/courses/polygons-quadrilaterals/lessons/pq-02-02.json
authored,pq-04-03,i2,length-prose-vs-prose,113 chars vs longest distractor 43,Why does Area = ½·d₁·d₂ work for rhombi too?,"A rhombus IS a kite (both consecutive pairs congruent — all four sides), and its diagonals are also perpendicular",It doesn't — rhombi need base × height only · Because rhombi have congruent diagonals · Coincidence of specific numbers,content/courses/polygons-quadrilaterals/lessons/pq-04-03.json
authored,pq-05-01,i1,length-prose-vs-prose,109 chars vs longest distractor 43,What's the logical difference between a parallelogram PROPERTY and a parallelogram TEST?,A property flows FROM knowing it's a parallelogram; a test flows TOWARD that conclusion — converse directions,They're identical statements · Tests are approximate; properties are exact · Properties are for rectangles only,content/courses/polygons-quadrilaterals/lessons/pq-05-01.json
authored,pq-05-01,ch,length-answer-explains-itself,64 chars vs longest distractor 38,"A builder knows: AB ≅ CD, and AD ∥ BC. Which ONE additional measurement certifies a parallelogram?",Show AD ≅ BC — then the parallel pair is also congruent (test 4),Show AB ∥ AD · Measure one diagonal's length · No single measurement can ever suffice,content/courses/polygons-quadrilaterals/lessons/pq-05-01.json
authored,pq-05-02,i2,length-prose-vs-prose,72 chars vs longest distractor 45,"“A rhombus is a kite.” Under the standard (inclusive) kite definition used in ch4, this is:",Always — all four sides congruent gives BOTH consecutive pairs congruent,Never — kites can't have parallel sides · Sometimes — only for squares · Sometimes — only when the diagonals are equal,content/courses/polygons-quadrilaterals/lessons/pq-05-02.json
authored,pf-04-02,k2,length-answer-explains-itself,46 chars vs longest distractor 27,"After grouping, you get x²(x + 4) + 3(x + 2). What does this tell you?",the grouping failed — the binomials must match,pull out both binomials · the polynomial is prime · add the binomials: (2x + 6),content/courses/polynomial-functions/lessons/pf-04-02.json
authored,sp-02b-02,k3,length-answer-explains-itself,74 chars vs longest distractor 41,Groups C and D come out 1 MAD apart. What is the honest conclusion?,Not convincing yet — a gap that small could easily come from sampling luck,Group D is definitely higher than Group C · The two groups are proven identical,content/courses/sampling-and-probability/lessons/sp-02b-02.json
authored,sr-05-02,i2,length-prose-vs-prose,70 chars vs longest distractor 32,Plugging 5 + 10 + 20 + ⋯ into a₁/(1 − r) gives 5/(1 − 2) = −5. What's wrong?,"The formula needs |r| < 1 — this series diverges, so −5 is meaningless","Nothing — the sum really is −5 · The arithmetic slipped somewhere · a₁ should be 10, not 5",content/courses/sequences-series/lessons/sr-05-02.json
authored,kgb-01-01,k2,length-answer-explains-itself,41 chars vs longest distractor 14,What do position words like ABOVE and BESIDE always need?,Two things — one placed against the other,Just one thing · A ruler · A map,content/courses/shapes-build-k/lessons/kgb-01-01.json
authored,kgb-01-02,ch1,length-prose-vs-prose,50 chars vs longest distractor 29,The cup sits ABOVE the shelf and BELOW the lamp. How can both be true?,Each word compares the cup to a different landmark,One of them must be a lie · The cup is in two places · Above and below mean the same,content/courses/shapes-build-k/lessons/kgb-01-02.json
authored,kgb-01-04,k2,length-prose-vs-prose,42 chars vs longest distractor 23,What is a SIDE of a flat shape?,One straight edge running corner to corner,The inside of the shape · A dot on the shape · The shape's shadow,content/courses/shapes-build-k/lessons/kgb-01-04.json
authored,kgb-02-04,k2,length-prose-vs-prose,34 chars vs longest distractor 22,A triangle is turned. What proves it is still a triangle?,It still has 3 sides and 3 corners,It points a new way · It sits in a new place · It looks upside down,content/courses/shapes-build-k/lessons/kgb-02-04.json
authored,kgb-02-05,k1,length-prose-vs-prose,54 chars vs longest distractor 24,What separates a FLAT shape from a SOLID shape?,Flat lies on paper; solid takes up space you can grasp,Flat shapes are smaller · Solid shapes are heavier · There is no difference,content/courses/shapes-build-k/lessons/kgb-02-05.json
authored,kgb-02-05,k2,length-prose-vs-prose,42 chars vs longest distractor 14,Why can cans be stacked into a steady tower?,Their flat circle ends rest on one another,They are shiny · They roll well · They are heavy,content/courses/shapes-build-k/lessons/kgb-02-05.json
authored,kgb-03-01,k1,length-prose-vs-prose,50 chars vs longest distractor 19,Drawing a triangle — what must the pencil do?,Draw 3 straight sides that close back to the start,Draw one long curve · Draw 3 dots · Draw 4 sides,content/courses/shapes-build-k/lessons/kgb-03-01.json
authored,kgb-03-01,k2,length-prose-vs-prose,47 chars vs longest distractor 29,A drawing has 3 straight sides but a gap where the ends miss. Is it a triangle?,Not yet — a shape must close all the way around,"Yes — three sides is enough · Yes, if the gap is small · No drawing is ever a triangle",content/courses/shapes-build-k/lessons/kgb-03-01.json
authored,kgb-03-02,k1,length-prose-vs-prose,32 chars vs longest distractor 19,Building a square from sticks — what must the sticks be?,"Four sticks, all the same length",Any four sticks · Three long sticks · As many as possible,content/courses/shapes-build-k/lessons/kgb-03-02.json
authored,ssg2-03-01,i2,length-prose-vs-prose,38 chars vs longest distractor 24,"A shape is cut into 3 pieces, but one is bigger than the others. Are these thirds?",No — thirds must be three equal pieces,"Yes — there are 3 pieces · Yes, close enough",content/courses/shapes-shares-g2/lessons/ssg2-03-01.json
authored,rns-03-01,k3,lone-justification,"10, since 95 is closer to 100 than to 81",√95 is closer to:,"10, since 95 is closer to 100 than to 81","9 · 9.5, the exact midpoint · Neither — they're equally close",content/courses/the-real-number-system/lessons/rns-03-01.json
authored,ti-03-02,k3,lone-justification,"cos θ, since the sine term survives the expansion.",Expanding sin(90° − θ) with the difference formula gives:,"cos θ, since the sine term survives the expansion.","sin θ, if the cofunction relation is reversed. · 1 − sin θ, if the subtraction formula is misread.",content/courses/trig-identities-equations/lessons/ti-03-02.json
authored,vec-01-02,k1,length-prose-vs-prose,21 chars vs longest distractor 7,"The direction angle of v = ⟨−3, 4⟩ is closest to:",126.87° (Quadrant II),53.13° · −53.13°,content/courses/vectors-matrices/lessons/vec-01-02.json
authored,vec-01-03,k3,length-prose-vs-prose,23 chars vs longest distractor 9,The displacement from a point to itself is:,"⟨0, 0⟩, the zero vector","⟨1, 1⟩ · undefined",content/courses/vectors-matrices/lessons/vec-01-03.json
authored,vec-02-03,k2,length-prose-vs-prose,20 chars vs longest distractor 6,"What is ⟨3, 4⟩ + ⟨−3, −4⟩?","⟨0, 0⟩ (they cancel)","⟨6, 8⟩ · ⟨0, 8⟩",content/courses/vectors-matrices/lessons/vec-02-03.json
authored,vec-03-01,k3,length-prose-vs-prose,25 chars vs longest distractor 13,"The dot product ⟨1, 0⟩ · ⟨−2, 5⟩ = −2. This means the angle between them is:",greater than 90° (obtuse),exactly 90° · less than 90°,content/courses/vectors-matrices/lessons/vec-03-01.json
authored,vec-04-03,k3,length-prose-vs-prose,48 chars vs longest distractor 22,A system's coefficient matrix has determinant 0. This means:,No unique solution (parallel or identical lines),"Exactly one solution · The solution is (0, 0)",content/courses/vectors-matrices/lessons/vec-04-03.json
authored,vec-05-03,k3,length-prose-vs-prose,51 chars vs longest distractor 33,"A·B gave a 90° CLOCKWISE rotation. What does the reversed order B·A = [[0, −1], [1, 0]] give?",A 90° counterclockwise rotation (the opposite turn),The exact same clockwise rotation · The identity (no motion),content/courses/vectors-matrices/lessons/vec-05-03.json
authored,g5v-02-02,k1,length-prose-vs-prose,37 chars vs longest distractor 24,What advantage does V = B × h have over V = l × w × h? Choose a new reason.,It works for prisms of any base shape,It uses fewer letters · It gives a larger answer · It only works for cubes,content/courses/volume-problems-g5/lessons/g5v-02-02.json
authored,g5v-02-02,k3,length-prose-vs-prose,37 chars vs longest distractor 24,What advantage does V = B × h have over V = l × w × h? Use a different check.,It works for prisms of any base shape,It uses fewer letters · It gives a larger answer · It only works for cubes,content/courses/volume-problems-g5/lessons/g5v-02-02.json
authored,g3w-03-02,k3,length-prose-vs-prose,71 chars vs longest distractor 29,Five boxes hold 7 pencils each and 6 pencils are given away. Why is an answer of 80 impossible?,"The boxes begin with only 35 pencils, and giving away lowers that total",Eighty is even · Eighty is not a multiple of 7 · Eighty is possible,content/courses/word-problems-g3/lessons/g3w-03-02.json
generated,g6-data-literacy,ddStatDefinition,length-prose-vs-prose,41 chars vs longest distractor 26,"A class asks, ""How many minutes read last night for each of the students in a class?"" What makes this a statistical question?",It expects the individual answers to vary,It can be answered quickly · It contains numbers,
generated,g6-data-literacy,ddStatFixedFact,length-prose-vs-prose,61 chars vs longest distractor 34,"Is ""How many sides does a hexagon have?"" a statistical question?","No — it has the fixed answer 6, so no variability is expected",Yes — many people could be asked · Yes — it is a mathematics question,
generated,g6-data-literacy,ddDataMixedQuestions,length-prose-vs-prose,79 chars vs longest distractor 52,"A sheet accidentally mixes answers for ""daily steps"" and ""books borrowed"" into one list. Why is that a problem?","The values answer different questions, so one distribution cannot describe them",It is fine because all data values are numbers · The two questions might use some of the same numbers,
generated,g6-data-literacy,ddReadyQuestion,length-prose-vs-prose,59 chars vs longest distractor 23,Which question is ready for consistent data collection?,How many minutes did each student in class read last night?,Is reading good? · Do students read a lot?,
generated,g6-data-literacy,ddHistDisplayChoice,length-prose-vs-prose,64 chars vs longest distractor 36,A study has 127 measurements spread from 11 to 65. Which display is usually more useful?,A histogram — grouped intervals summarize many spread-out values,No display — the raw list of values · A dot plot — one dot for every value,
generated,g6-center-spread,ddFullReport,length-answer-explains-itself,44 chars vs longest distractor 21,Which two-number report includes both a center and a spread for a distribution with median 18 and IQR 7?,Median 18; IQR 7 — one center and one spread,Range 12 and IQR 7 · Mean 18 and median 18,
generated,g6-center-spread,ddBestDescription,length-prose-vs-prose,71 chars vs longest distractor 37,"Choose the best one-sentence description of a roughly symmetric distribution with median 17, IQR 6, and no outliers.","Values cluster symmetrically around 17, with the middle half spanning 6",The mean and median are both about 17 · The range is 16 and the IQR is 6,
generated,g6-center-spread,ddCapReport,length-prose-vs-prose,72 chars vs longest distractor 40,"A distribution clusters near 12, has IQR 7, and contains one high outlier 36. Which report should be filed?","Most values cluster near 12; median 12, IQR 7, with a high outlier at 36","The average is 13 · Median 12, after deleting 36 as an error",
generated,variable-meaning,independentPay,length-prose-vs-prose,16 chars vs longest distractor 3,"In pay = 11h, which variable is independent?",h (hours worked),pay · 11,
generated,critical-count,oddPowerSaddle,length-answer-explains-itself,86 chars vs longest distractor 19,f(x) = x⁵ has a critical point at x = 0. What is it?,"Neither a peak nor a valley — f′ = 5x⁴ is positive on BOTH sides, so f keeps climbing.",Impossible to tell. · A maximum. · A minimum.,
