# sourceSeal=1a717ad generatedBy=scripts/audit/math-presentation-indexes.mts
# Integral notation left as ASCII, or an integral sign stranded outside an island.
# Measured as the PROSE RESIDUE after authoredMathParts removes every island — what the learner reads, not what the author wrote.
# Surface is derived from the call sites: widget spec strings render with arithmetic OFF, lesson body/hints/feedback with arithmetic ON.
# One row per (source, owner, unit, field, shape); a generator emitting the same shape at every seed appears once, with one representative seed.
source,owner,unit,field,surface,shape,seed,residue,text
authored,pc-01-02,c2,body,arithmetic-on,integral sign outside an island,,The speed is the integrand. √(()² + ()²) is exactly the speed of the point tracing the curve — the magnitude of its velocity vector. So arc length is ∫ speed dt,"The speed is the integrand. √((dx/dt)² + (dy/dt)²) is exactly the **speed** of the point tracing the curve — the magnitude of its velocity vector. So arc length is **∫ speed dt**, which is the total distance travelled. T"
authored,pc-01-02,k3,widget.options[0].feedback,arithmetic-off,integral sign outside an island,,"Right, and so arc length is ∫ speed dt: the total distance travelled. It is C5's , one dimension up.","Right, and so arc length is ∫ speed dt: the total distance travelled. It is C5's ∫|v| dt, one dimension up."
authored,pc-03-01,ch1,hints[0],arithmetic-on,integral written as ASCII,,The total distance travelled is — the integral of the SPEED.,The total distance travelled is ∫|v| dt — the integral of the SPEED.
generated,g13-integration-accumulation,integration-accumulation__in-antiderivative__numeric,widget.prompt,arithmetic-off,integral sign outside an island,g13-integration-accumulation|integration-accumulation__in-antiderivative__numeric|support|0,∫₁³ (x³ + x)/x dx (for ). Give a decimal to three places. Reasoning check: Use the visible structure one step at a time and check the units.,∫₁³ (x³ + x)/x dx (for x ≠ 0). Give a decimal to three places. Reasoning check: Use the visible structure one step at a time and check the units.
generated,g13-integration-accumulation,integration-accumulation__in-constant-of-integration__mcq,widget.options[2].feedback,arithmetic-off,integral written as ASCII,g13-integration-accumulation|integration-accumulation__in-constant-of-integration__mcq|support|0,"Right. The integral of a rate gives the CHANGE. The starting amount is the constant, and no rate can tell you what it was.","Right. The integral of a rate gives the CHANGE. The starting amount is the constant, and no rate can tell you what it was."
generated,g13-integration-accumulation,integration-accumulation__in-constant-of-integration__mcq,widget.options[1].feedback,arithmetic-off,integral written as ASCII,g13-integration-accumulation|integration-accumulation__in-constant-of-integration__mcq|support|9,"Right. The integral of a rate gives the CHANGE. The starting amount is the constant, and no rate can tell you what it was.","Right. The integral of a rate gives the CHANGE. The starting amount is the constant, and no rate can tell you what it was."
generated,g13-integration-accumulation,integration-accumulation__in-constant-of-integration__mcq,widget.options[0].feedback,arithmetic-off,integral written as ASCII,g13-integration-accumulation|integration-accumulation__in-constant-of-integration__mcq|core|10,"Right. The integral of a rate gives the CHANGE. The starting amount is the constant, and no rate can tell you what it was.","Right. The integral of a rate gives the CHANGE. The starting amount is the constant, and no rate can tell you what it was."
generated,g13-integration-accumulation,integration-accumulation__in-definite-integral__matchPairs,widget.left[1].label,arithmetic-off,integral sign outside an island,g13-integration-accumulation|integration-accumulation__in-definite-integral__matchPairs|support|0,∫,∫
generated,g13-integration-accumulation,integration-accumulation__in-definite-integral__matchPairs,widget.left[2].label,arithmetic-off,integral sign outside an island,g13-integration-accumulation|integration-accumulation__in-definite-integral__matchPairs|core|1,∫,∫
generated,g13-integration-accumulation,integration-accumulation__in-definite-integral__matchPairs,widget.left[0].label,arithmetic-off,integral sign outside an island,g13-integration-accumulation|integration-accumulation__in-definite-integral__matchPairs|core|10,∫,∫
generated,g13-integration-accumulation,integration-accumulation__in-net-change__mcq,widget.options[3].feedback,arithmetic-off,integral written as ASCII,g13-integration-accumulation|integration-accumulation__in-net-change__mcq|support|0,Right. The plain integral gives DISPLACEMENT (net change); the integral of |v| gives distance travelled.,Right. The plain integral gives DISPLACEMENT (net change); the integral of |v| gives distance travelled.
generated,g13-integration-accumulation,integration-accumulation__in-net-change__mcq,widget.options[1].feedback,arithmetic-off,integral written as ASCII,g13-integration-accumulation|integration-accumulation__in-net-change__mcq|core|1,Right. The plain integral gives DISPLACEMENT (net change); the integral of |v| gives distance travelled.,Right. The plain integral gives DISPLACEMENT (net change); the integral of |v| gives distance travelled.
generated,g13-parametric-polar-calculus,parametric-polar-calculus__pc-arc-length__mcq,widget.options[0].feedback,arithmetic-off,integral sign outside an island,g13-parametric-polar-calculus|parametric-polar-calculus__pc-arc-length__mcq|support|0,"Right, and so arc length is ∫ speed dt: the total distance travelled. It is C5's , one dimension up.","Right, and so arc length is ∫ speed dt: the total distance travelled. It is C5's ∫|v| dt, one dimension up."
generated,g13-parametric-polar-calculus,parametric-polar-calculus__pc-arc-length__mcq,widget.options[3].feedback,arithmetic-off,integral sign outside an island,g13-parametric-polar-calculus|parametric-polar-calculus__pc-arc-length__mcq|stretch|2,"Right, and so arc length is ∫ speed dt: the total distance travelled. It is C5's , one dimension up.","Right, and so arc length is ∫ speed dt: the total distance travelled. It is C5's ∫|v| dt, one dimension up."
generated,g13-parametric-polar-calculus,parametric-polar-calculus__pc-arc-length__mcq,widget.options[2].feedback,arithmetic-off,integral sign outside an island,g13-parametric-polar-calculus|parametric-polar-calculus__pc-arc-length__mcq|support|3,"Right, and so arc length is ∫ speed dt: the total distance travelled. It is C5's , one dimension up.","Right, and so arc length is ∫ speed dt: the total distance travelled. It is C5's ∫|v| dt, one dimension up."
generated,g13-parametric-polar-calculus,parametric-polar-calculus__pc-arc-length__mcq,widget.options[1].feedback,arithmetic-off,integral sign outside an island,g13-parametric-polar-calculus|parametric-polar-calculus__pc-arc-length__mcq|stretch|5,"Right, and so arc length is ∫ speed dt: the total distance travelled. It is C5's , one dimension up.","Right, and so arc length is ∫ speed dt: the total distance travelled. It is C5's ∫|v| dt, one dimension up."
