# sourceSeal=da05ccf generatedBy=scripts/audit/math-presentation-indexes.mts
# Derivative notation left as ASCII where it should be typeset.
# Measured as the PROSE RESIDUE after authoredMathParts removes every island — what the learner reads, not what the author wrote.
# Surface is derived from the call sites: widget spec strings render with arithmetic OFF, lesson body/hints/feedback with arithmetic ON.
# One row per (source, owner, unit, field, shape); a generator emitting the same shape at every seed appears once, with one representative seed.
source,owner,unit,field,surface,shape,seed,residue,text
authored,dr-04-03,i1b,predict.prompt,arithmetic-on,dy/dx as a slash,,"A point slides to the RIGHT along the upper half of x² + y² = 25, so x grows and y shrinks. What happens to the slope dy/dx = −x/y?","A point slides to the RIGHT along the upper half of x² + y² = 25, so x grows and y shrinks. What happens to the slope dy/dx = −x/y?"
authored,dr-04-03,i1b,widget.successFeedback,arithmetic-off,dy/dx as a slash,,"At x = 3 the circle forces y = 4, and the relation 2x + 2y·(dy/dx) = 0 hands you dy/dx = −x/y = − — the reveal's exact number, read off the point's position. Yo","At x = 3 the circle forces y = 4, and the relation 2x + 2y·(dy/dx) = 0 hands you dy/dx = −x/y = −3/4 — the reveal's exact number, read off the point's position. You never wrote y as a function of x; the relation itself d"
authored,dr-04-03,i1b,widget.explorationFeedback,arithmetic-off,dy/dx as a slash,,Watch the readout as you slide: dy/dx = −x/y changes at every position because it depends on BOTH coordinates. That dependence is the whole reason implicit diff,Watch the readout as you slide: dy/dx = −x/y changes at every position because it depends on BOTH coordinates. That dependence is the whole reason implicit differentiation leaves y in the answer.
authored,dr-04-03,c2,body,arithmetic-on,dy/dx as a slash,,"When a product of x and y appears, the product rule and the chain rule arrive together. For xy: differentiate as a product — one term for each factor taking its","When a **product** of x and y appears, the product rule and the chain rule arrive together. For xy: differentiate as a product — one term for each factor taking its turn — and the y-term picks up its dy/dx. d/dx[xy] = 1·"
authored,dr-04-03,k3,widget.prompt,arithmetic-off,dy/dx as a slash,,"xy = 12. Find dy/dx at the point (3, 4), as a decimal to three places.","xy = 12. Find dy/dx at the point (3, 4), as a decimal to three places."
authored,dr-04-03,ch1,widget.prompt,arithmetic-off,dy/dx as a slash,,"x² + xy + y² = 7. Find dy/dx at (1, 2), as a decimal.","x² + xy + y² = 7. Find dy/dx at (1, 2), as a decimal."
authored,dc-02-01,c1,body,arithmetic-on,dy/dx as a slash,,"If two quantities are linked by an equation, then their rates of change are linked too — and the link is the chain rule, with time as the hidden variable. Diffe","If two quantities are linked by an equation, then their **rates of change are linked too** — and the link is the chain rule, with **time as the hidden variable**. Differentiate the equation with respect to **t**. Every v"
authored,dc-02-01,k1,widget.options[0].label,arithmetic-off,dy/dx as a slash,,dA/dt = 2πr · (dr/dt),dA/dt = 2πr · (dr/dt)
authored,dc-02-01,k1,widget.options[0].feedback,arithmetic-off,dy/dx as a slash,,"Right — r depends on t, so the chain rule attaches dr/dt. That factor is the whole subject.","Right — r depends on t, so the chain rule attaches dr/dt. That factor is the whole subject."
authored,dc-02-01,k1,widget.options[1].feedback,arithmetic-off,dy/dx as a slash,,That is dA/dr — the derivative with respect to the RADIUS. Differentiating with respect to time adds a factor of dr/dt.,That is dA/dr — the derivative with respect to the RADIUS. Differentiating with respect to time adds a factor of dr/dt.
authored,dc-02-01,k1,widget.options[3].feedback,arithmetic-off,dy/dx as a slash,,"The r has vanished. d/dr[πr²] = 2πr, and then the chain rule multiplies by dr/dt.","The r has vanished. d/dr[πr²] = 2πr, and then the chain rule multiplies by dr/dt."
authored,dc-02-01,i1,widget.panels[0].body,arithmetic-off,dy/dx as a slash,,"In implicit differentiation, every y picked up a dy/dx because y was secretly a function of x. Here every variable picks up a d/dt because it is secretly a func","In implicit differentiation, every y picked up a dy/dx because y was secretly a function of x. Here every variable picks up a d/dt because it is secretly a function of time. Same move, different hidden variable."
authored,dc-02-01,i1b,predict.reveal,arithmetic-on,dy/dx as a slash,,"Slide and watch dy/dt: at the top drops at about 0.31 ft/s, at it is 0.75, at it is . Same dx/dt the whole time — the RELATION 2x·dx/dt + 2y·dy/dt = 0 (solved: ","Slide and watch dy/dt: at x = 3 the top drops at about 0.31 ft/s, at x = 6 it is 0.75, at x = 8 it is 4/3. Same dx/dt the whole time — the RELATION 2x·dx/dt + 2y·dy/dt = 0 (solved: dy/dt = −(x/y)·dx/dt) makes dy/dt depen"
authored,dc-02-01,i1b,widget.prompt,arithmetic-off,dy/dx as a slash,,"Slide the foot out to x = 8 ft, stopping along the way to read dy/dt. The foot's speed never changes; watch what the top's speed does.","Slide the foot out to x = 8 ft, stopping along the way to read dy/dt. The foot's speed never changes; watch what the top's speed does."
authored,dc-02-01,i1b,widget.successFeedback,arithmetic-off,dy/dx as a slash,,"At x = 8: y = 6, and 2(8)(1) + 2(6)·dy/dt = 0 gives dy/dt = − ft/s — more than four times the drop rate you saw at x = 3, from the same 1 ft/s push. The rate de","At x = 8: y = 6, and 2(8)(1) + 2(6)·dy/dt = 0 gives dy/dt = −4/3 ft/s — more than four times the drop rate you saw at x = 3, from the same 1 ft/s push. The rate depends on the instant's geometry, which is exactly why the"
authored,dc-02-01,i1b,widget.explorationFeedback,arithmetic-off,dy/dx as a slash,,Stop at a few more positions first and read dy/dt at each — the point is to SEE the rate change while dx/dt stays fixed.,Stop at a few more positions first and read dy/dt at each — the point is to SEE the rate change while dx/dt stays fixed.
authored,dc-02-01,c2,body,arithmetic-on,d/dx as a slash,,"So the procedure is four lines, always: 1. Draw it. Label what varies; do not put numbers on the picture. 2. Find the relation between the quantities (geometry,","So the procedure is four lines, always: 1. **Draw it.** Label what varies; do not put numbers on the picture. 2. **Find the relation** between the quantities (geometry, not calculus). 3. **Differentiate with respect to t"
authored,dc-02-01,i2,widget.prompt,arithmetic-off,dy/dx as a slash,,"Grow the disc's radius from 1 to 5 with dr/dt held at 1, pausing to read dA/dt. The radius grows steadily; watch what the area's rate does.","Grow the disc's radius from 1 to 5 with dr/dt held at 1, pausing to read dA/dt. The radius grows steadily; watch what the area's rate does."
authored,dc-02-01,i2,widget.successFeedback,arithmetic-off,dy/dx as a slash,,"At r = 5 the area runs at 10π per second — five times faster than at r = 1, though the radius never sped up. dA/dt = 2πr·dr/dt: the rate carries the radius insi","At r = 5 the area runs at 10π per second — five times faster than at r = 1, though the radius never sped up. dA/dt = 2πr·dr/dt: the rate carries the radius inside it."
authored,dc-02-01,k3,widget.prompt,arithmetic-off,dy/dx as a slash,,"A circle's radius grows at dr/dt = 2 cm/s. Find dA/dt when r = 3, as a multiple of π (give just the number).","A circle's radius grows at dr/dt = 2 cm/s. Find dA/dt when r = 3, as a multiple of π (give just the number)."
authored,dc-02-01,k3,widget.commonErrors[0].feedback,arithmetic-off,dy/dx as a slash,,That is 2πr at r = 3 without the dr/dt = 2. The chain rule multiplies by the rate: 2π(3)(2) = 12π.,That is 2πr at r = 3 without the dr/dt = 2. The chain rule multiplies by the rate: 2π(3)(2) = 12π.
authored,dc-02-01,k3,widget.commonErrors[2].feedback,arithmetic-off,dy/dx as a slash,,Check: dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π.,Check: dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π.
authored,dc-02-01,k3,widget.fallbackFeedback,arithmetic-off,dy/dx as a slash,,dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π cm²/s.,dA/dt = 2πr·(dr/dt) = 2π(3)(2) = 12π cm²/s.
authored,dc-02-01,i3,widget.prompt,arithmetic-off,dy/dx as a slash,,Inflate the balloon from radius 1 to 5 with dr/dt held at 1. The area's rate grew LIKE r — watch how much faster the volume's rate grows.,Inflate the balloon from radius 1 to 5 with dr/dt held at 1. The area's rate grew LIKE r — watch how much faster the volume's rate grows.
authored,dc-02-01,i3,widget.successFeedback,arithmetic-off,dy/dx as a slash,,At r = 5 the volume runs at 100π per second — twenty-five times the rate at r = 1. dV/dt = 4πr²·dr/dt: the SQUARE in the rate is why late inflation feels so slo,At r = 5 the volume runs at 100π per second — twenty-five times the rate at r = 1. dV/dt = 4πr²·dr/dt: the SQUARE in the rate is why late inflation feels so slow.
authored,dc-02-01,ch1,hints[1],arithmetic-on,dy/dx as a slash,,Differentiate with respect to t: dV/dt = 4πr² · (dr/dt).,Differentiate with respect to t: dV/dt = 4πr² · (dr/dt).
authored,dc-02-01,ch1,hints[2],arithmetic-on,dy/dx as a slash,,Now substitute and dr/dt = 2.,Now substitute r = 3 and dr/dt = 2.
authored,dc-02-01,ch1,widget.commonErrors[0].feedback,arithmetic-off,dy/dx as a slash,,"36 is a coincidence of two different slips at r = 3: 4πr² without the ×(dr/dt) factor, or the volume ()πr³ misread as the rate. Either way, dV/dt = 4πr²(dr/dt) ","36 is a coincidence of two different slips at r = 3: 4πr² without the ×(dr/dt) factor, or the volume (4/3)πr³ misread as the rate. Either way, dV/dt = 4πr²(dr/dt) = 4π(9)(2) = 72π."
authored,dc-02-01,ch1,widget.commonErrors[1].feedback,arithmetic-off,d/dx as a slash,,"Check the derivative: d/dr[()πr³] = 4πr², which is 36π at r = 3, and then × 2 = 72π.","Check the derivative: d/dr[(4/3)πr³] = 4πr², which is 36π at r = 3, and then × 2 = 72π."
authored,dc-02-01,ch1,widget.fallbackFeedback,arithmetic-off,dy/dx as a slash,,dV/dt = 4πr²(dr/dt) = 4π(9)(2) = 72π cm³/s.,dV/dt = 4πr²(dr/dt) = 4π(9)(2) = 72π cm³/s.
authored,dc-02-02,k1,widget.options[0].label,arithmetic-off,dy/dx as a slash,,2x(dx/dt) + 2y(dy/dt) = 0,2x(dx/dt) + 2y(dy/dt) = 0
authored,dc-02-02,k1,widget.options[1].feedback,arithmetic-off,d/dx as a slash,,"Each variable owes a d/dt. Without them you have differentiated with respect to x and y, not with respect to time.","Each variable owes a d/dt. Without them you have differentiated with respect to x and y, not with respect to time."
authored,dc-02-02,k1,widget.options[2].label,arithmetic-off,dy/dx as a slash,,2x(dx/dt) + 2y(dy/dt) = 100,2x(dx/dt) + 2y(dy/dt) = 100
authored,dc-02-02,k1,widget.options[3].feedback,arithmetic-off,d/dx as a slash,,Nothing has been differentiated at all — the d/dt has not been applied.,Nothing has been differentiated at all — the d/dt has not been applied.
authored,dc-02-02,i1,predict.reveal,arithmetic-on,dy/dx as a slash,,"The fixed-length relation gives dy/dt = −(x/y)dx/dt, so the vertical rate changes as the ladder's position changes.","The fixed-length relation gives dy/dt = −(x/y)dx/dt, so the vertical rate changes as the ladder's position changes."
authored,dc-02-02,i1,widget.prompt,arithmetic-off,dy/dx as a slash,,"Slide a 10-foot ladder through several positions, then place its foot at x = 6 while dx/dt = 2 ft/s.","Slide a 10-foot ladder through several positions, then place its foot at x = 6 while dx/dt = 2 ft/s."
authored,dc-02-02,i1,widget.successFeedback,arithmetic-off,dy/dx as a slash,,"At x = 6, y = 8 and dy/dt = −1.5 ft/s. The top descends faster as x/y grows, even though the foot speed is constant.","At x = 6, y = 8 and dy/dt = −1.5 ft/s. The top descends faster as x/y grows, even though the foot speed is constant."
authored,dc-02-02,i1,widget.explorationFeedback,arithmetic-off,dy/dx as a slash,,Move through several positions and compare how y and dy/dt respond before checking.,Move through several positions and compare how y and dy/dt respond before checking.
authored,dc-02-02,i1,widget.positionFeedback,arithmetic-off,dy/dx as a slash,,Set the foot at x = 6; the fixed-length invariant then determines y and dy/dt.,Set the foot at x = 6; the fixed-length invariant then determines y and dy/dt.
authored,dc-02-02,c2,body,arithmetic-on,dy/dx as a slash,,"Solve for what you want, and read the sign. dy/dt = −(x/y)·(dx/dt) With x, y and dx/dt all positive, dy/dt comes out negative — the top is sliding DOWN. The min","Solve for what you want, and read the **sign**. dy/dt = −(x/y)·(dx/dt) With x, y and dx/dt all positive, dy/dt comes out **negative** — the top is sliding DOWN. The minus sign is not an accident of algebra; it is the phy"
authored,dc-02-02,k3,widget.prompt,arithmetic-off,dy/dx as a slash,,"x = 6, y = 8, dx/dt = 2. Find dy/dt, in ft/s (include the sign).","x = 6, y = 8, dx/dt = 2. Find dy/dt, in ft/s (include the sign)."
authored,dc-02-02,k3,widget.commonErrors[0].feedback,arithmetic-off,dy/dx as a slash,,The magnitude is right but the SIGN is wrong. dy/dt = −(x/y)(dx/dt) = −()(2) = −1.5: the top is going DOWN.,The magnitude is right but the SIGN is wrong. dy/dt = −(x/y)(dx/dt) = −(6/8)(2) = −1.5: the top is going DOWN.
authored,dc-02-02,k3,widget.commonErrors[1].feedback,arithmetic-off,dy/dx as a slash,,That is −(y/x)(dx/dt) = −()(2). The formula is −(x/y)(dx/dt) = −()(2) = −1.5.,That is −(y/x)(dx/dt) = −(8/6)(2). The formula is −(x/y)(dx/dt) = −(6/8)(2) = −1.5.
authored,dc-02-02,k3,widget.commonErrors[2].feedback,arithmetic-off,dy/dx as a slash,,That is dx/dt with a minus sign. Solve 24 + 16(dy/dt) = 0.,That is dx/dt with a minus sign. Solve 24 + 16(dy/dt) = 0.
authored,dc-02-02,k3,widget.fallbackFeedback,arithmetic-off,dy/dx as a slash,,24 + 16(dy/dt) = 0 → dy/dt = −1.5 ft/s (downward).,24 + 16(dy/dt) = 0 → dy/dt = −1.5 ft/s (downward).
authored,dc-02-02,ch1,hints[1],arithmetic-on,dy/dx as a slash,,dy/dt = −(x/y)(dx/dt) = −()(2).,dy/dt = −(x/y)(dx/dt) = −(8/6)(2).
authored,dc-02-02,ch1,widget.prompt,arithmetic-off,dy/dx as a slash,,"Same ladder, same dx/dt = 2. Find dy/dt when x = 8, to three decimals.","Same ladder, same dx/dt = 2. Find dy/dt when x = 8, to three decimals."
authored,dc-02-02,ch1,widget.commonErrors[0].feedback,arithmetic-off,dy/dx as a slash,,"That was the answer at x = 6. At x = 8 the height is only 6, so dy/dt = −()(2) ≈ −2.667: the top is falling FASTER.","That was the answer at x = 6. At x = 8 the height is only 6, so dy/dt = −(8/6)(2) ≈ −2.667: the top is falling FASTER."
authored,dc-02-02,ch1,widget.commonErrors[2].feedback,arithmetic-off,dy/dx as a slash,,That is −(x/y)(dx/dt) with the fraction inverted or the rate dropped. It is −()(2) ≈ −2.667.,That is −(x/y)(dx/dt) with the fraction inverted or the rate dropped. It is −(8/6)(2) ≈ −2.667.
authored,dc-02-02,ch1,widget.fallbackFeedback,arithmetic-off,dy/dx as a slash,,"y = 6, so dy/dt = −()(2) = − ≈ −2.667 ft/s — faster than before, with the foot moving at the same speed.","y = 6, so dy/dt = −(8/6)(2) = −8/3 ≈ −2.667 ft/s — faster than before, with the foot moving at the same speed."
authored,dc-02-03,k2,widget.missFeedback,arithmetic-off,d/dx as a slash,,"Ask of each quantity: is it different a second later? If yes, it varies and owes a d/dt.","Ask of each quantity: is it different a second later? If yes, it varies and owes a d/dt."
authored,dc-02-03,k2,widget.successFeedback,arithmetic-off,d/dx as a slash,,Only the ladder's length is fixed. Everything else owes a d/dt — and that is exactly why the equation differentiates to zero.,Only the ladder's length is fixed. Everything else owes a d/dt — and that is exactly why the equation differentiates to zero.
authored,dc-02-03,i1,widget.panels[2].body,arithmetic-off,dy/dx as a slash,,"dV/dt = ()πh²·(dh/dt). One equation, one unknown rate. The similar triangles were not a trick — they were the step that made the problem solvable at all.","dV/dt = (1/4)πh²·(dh/dt). One equation, one unknown rate. The similar triangles were not a trick — they were the step that made the problem solvable at all."
authored,dc-02-03,k3,widget.options[0].feedback,arithmetic-off,dy/dx as a slash,,"Right. Differentiating the two-variable version leaves both dr/dt and dh/dt in your answer, and you cannot finish.","Right. Differentiating the two-variable version leaves both dr/dt and dh/dt in your answer, and you cannot finish."
authored,dc-02-03,ch1,hints[2],arithmetic-on,dy/dx as a slash,,"At the instant asked: , , so . Then 2z(dy/dt).","At the instant asked: x = 30, y = 40, so z = 50. Then 2z(dz/dt) = 2x(dx/dt) + 2y(dy/dt)."
authored,dc-02-03,ch1,widget.commonErrors[2].feedback,arithmetic-off,dy/dx as a slash,,That is the average of the two speeds. The correct relation gives dz/dt = = 50 mph.,That is the average of the two speeds. The correct relation gives dz/dt = 2500/50 = 50 mph.
authored,dc-02-03,ch1,widget.fallbackFeedback,arithmetic-off,dy/dx as a slash,,"z = 50, and 50(dz/dt) = 30(30) + 40(40) = 2500 → dz/dt = 50 mph.","z = 50, and 50(dz/dt) = 30(30) + 40(40) = 2500 → dz/dt = 50 mph."
authored,de-01-01,c1,body,arithmetic-on,dy/dx as a slash,,"A differential equation does not tell you what y IS. It tells you, at every point, which way to go. dy/dx = f(x, y) is an instruction: at this point, leave with","A differential equation does not tell you what y IS. It tells you, at every point, **which way to go**. dy/dx = f(x, y) is an instruction: *at this point, leave with this slope.* Draw a tiny segment at every point with t"
authored,de-01-01,i1,predict.prompt,arithmetic-on,dy/dx as a slash,,dy/dx = x — the slope depends on x alone. Start two curves at different heights. Compared with each other they will be…,dy/dx = x — the slope depends on x alone. Start two curves at different heights. Compared with each other they will be…
authored,de-01-01,i1,widget.prompt,arithmetic-off,dy/dx as a slash,,"dy/dx = x. Drag the starting value to y = 5, and watch the curve thread through the field.","dy/dx = x. Drag the starting value to y = 5, and watch the curve thread through the field."
authored,de-01-01,k1,widget.prompt,arithmetic-off,dy/dx as a slash,,"For dy/dx = x, what is the slope of the field at the point (2, 7)?","For dy/dx = x, what is the slope of the field at the point (2, 7)?"
authored,de-01-01,k1,widget.commonErrors[0].feedback,arithmetic-off,dy/dx as a slash,,"That is the y-coordinate. The equation says dy/dx = x, and it never mentions y at all.","That is the y-coordinate. The equation says dy/dx = x, and it never mentions y at all."
authored,de-01-01,k1,widget.commonErrors[2].feedback,arithmetic-off,dy/dx as a slash,,That is xy. Read the equation literally: dy/dx = x.,That is xy. Read the equation literally: dy/dx = x.
authored,de-01-01,k1,widget.fallbackFeedback,arithmetic-off,dy/dx as a slash,,"Read dy/dx = x literally: the slope equals the x-coordinate, so at x = 2 it is 2.","Read dy/dx = x literally: the slope equals the x-coordinate, so at x = 2 it is 2."
authored,de-01-01,i1b,widget.prompt,arithmetic-off,dy/dx as a slash,,"dy/dx = 0.5y. Drag the starting value up to 6, and read the slope marks in each row you pass on the way.","dy/dx = 0.5y. Drag the starting value up to 6, and read the slope marks in each row you pass on the way."
authored,de-01-01,k3,widget.prompt,arithmetic-off,dy/dx as a slash,,"For dy/dx = 0.5y, what happens to the field as you move upward (larger y)?","For dy/dx = 0.5y, what happens to the field as you move upward (larger y)?"
authored,de-01-01,ch1,hints[2],arithmetic-on,dy/dx as a slash,,dy/dx = 2 gives the same slope everywhere: a field of parallel segments.,dy/dx = 2 gives the same slope everywhere: a field of parallel segments.
authored,de-01-01,ch1,widget.left[0].label,arithmetic-off,dy/dx as a slash,,dy/dx = 2,dy/dx = 2
authored,de-01-01,ch1,widget.left[1].label,arithmetic-off,dy/dx as a slash,,dy/dx = x,dy/dx = x
authored,de-01-01,ch1,widget.left[2].label,arithmetic-off,dy/dx as a slash,,dy/dx = y,dy/dx = y
authored,de-01-01,ch1,widget.pairErrors[0].feedback,arithmetic-off,dy/dx as a slash,,"dy/dx = x depends on x, so it is the COLUMNS that are identical — the slope changes as you move right, not as you move up.","dy/dx = x depends on x, so it is the COLUMNS that are identical — the slope changes as you move right, not as you move up."
authored,de-01-01,ch1,widget.pairErrors[1].feedback,arithmetic-off,dy/dx as a slash,,"dy/dx = y depends on y, so it is the ROWS that match — the slope changes with HEIGHT.","dy/dx = y depends on y, so it is the ROWS that match — the slope changes with HEIGHT."
authored,de-01-02,c1,body,arithmetic-on,dy/dx as a slash,,Some fields have a line along which every segment is flat. Start there and the instruction says: do not move. So the solution is a horizontal line — forever. Th,"Some fields have a line along which **every segment is flat**. Start there and the instruction says: *do not move.* So the solution is a horizontal line — forever. That is an **equilibrium solution**, and it is found by "
authored,de-01-02,i1,widget.prompt,arithmetic-off,dy/dx as a slash,,dy/dx = 1.8y(1 − y/4) — a population with a ceiling. Drag the starting value to the one place where the curve NEVER MOVES.,dy/dx = 1.8y(1 − y/4) — a population with a ceiling. Drag the starting value to the one place where the curve NEVER MOVES.
authored,de-01-02,k1,widget.prompt,arithmetic-off,dy/dx as a slash,,dy/dt = 1.8y(1 − y/4). How many equilibrium solutions does it have?,dy/dt = 1.8y(1 − y/4). How many equilibrium solutions does it have?
authored,de-02-01,c1,body,arithmetic-on,dy/dx as a slash,,"Some differential equations can be untangled: get every y on one side, every x on the other, and integrate both. dy/dx = 2xy → (1/y) dy = 2x dx → → ln|y| = x² +","Some differential equations can be **untangled**: get every y on one side, every x on the other, and integrate both. dy/dx = 2xy → **(1/y) dy = 2x dx** → ∫(1/y) dy = ∫2x dx → ln|y| = x² + C The dy and the dx are being tr"
authored,de-02-01,k1,widget.prompt,arithmetic-off,dy/dx as a slash,,Separate dy/dx = 2xy.,Separate dy/dx = 2xy.
authored,de-02-01,i1,predict.prompt,arithmetic-on,dy/dx as a slash,,dy/dx = 0.5y — here the slope depends on y instead. Two curves started at different heights will…,dy/dx = 0.5y — here the slope depends on y instead. Two curves started at different heights will…
