file,lesson_id,path,step_id,figure,cause,registered,aligned,blocklisted,body
"content/courses/absolute-value-piecewise/lessons/avp-03-03.json","avp-03-03","steps.3","c2","avp-step-loses-detail","RENDERS","true","true","false","Flat between jumps has a consequence worth naming: within one step the price carries no information about the exact input. Learning a letter cost $3 tells you the weight was more than 2 oz and at most 3 oz — a range, never a number. Steps trade precision for simplicity, on purpose."
"content/courses/add-subtract-10-k/lessons/koa-01-01.json","koa-01-01","steps.0","c1","koa-join-two-groups","RENDERS","true","true","false","When two groups come together, count every object in both groups to find how many there are in all."
"content/courses/add-subtract-10-k/lessons/koa-01-01.json","koa-01-01","steps.3","c2","koa-join-two-groups","RENDERS","true","true","false","Nothing is left out and nothing is counted twice — every object gets exactly one number."
"content/courses/add-subtract-10-k/lessons/koa-01-02.json","koa-01-02","steps.0","c1","koa-add-with-fingers","RENDERS","true","true","false","Your fingers are always with you. Hold up one group on one hand and the other group on the other hand."
"content/courses/add-subtract-10-k/lessons/koa-01-02.json","koa-01-02","steps.3","c2","koa-add-with-fingers","RENDERS","true","true","false","Then count every raised finger, starting from one, to find the total."
"content/courses/add-subtract-10-k/lessons/koa-01-03.json","koa-01-03","steps.0","c1","koa-add-with-drawing","RENDERS","true","true","false","A drawing keeps a group still so you can count it carefully."
"content/courses/add-subtract-10-k/lessons/koa-01-03.json","koa-01-03","steps.3","c2","koa-add-with-drawing","RENDERS","true","true","false","Draw the first group, then draw the second group beside it, then count everything you drew."
"content/courses/add-subtract-10-k/lessons/koa-01-04.json","koa-01-04","steps.0","c1","koa-act-out-a-join","RENDERS","true","true","false","A sum can be acted out: start with a group of children, then let more children join them."
"content/courses/add-subtract-10-k/lessons/koa-01-04.json","koa-01-04","steps.3","c2","koa-act-out-a-join","RENDERS","true","true","false","The group grows as each child joins, so the total is larger than the group you started with."
"content/courses/add-subtract-10-k/lessons/koa-01-05.json","koa-01-05","steps.0","c1","koa-addition-sentence","RENDERS","true","true","false","A number sentence records what happened. The plus sign means groups came together."
"content/courses/add-subtract-10-k/lessons/koa-01-05.json","koa-01-05","steps.3","c2","koa-addition-sentence","RENDERS","true","true","false","The equals sign says both sides name the same amount: 3 + 2 and 5 are the same number."
"content/courses/add-subtract-10-k/lessons/koa-02-01.json","koa-02-01","steps.0","c1","koa-take-away-removal","RENDERS","true","true","false","Taking away removes objects from a group. What is left is always less than what you started with."
"content/courses/add-subtract-10-k/lessons/koa-02-01.json","koa-02-01","steps.3","c2","koa-take-away-removal","RENDERS","true","true","false","Count what remains, not what was removed — those are two different numbers."
"content/courses/add-subtract-10-k/lessons/koa-02-02.json","koa-02-02","steps.0","c1","koa-subtraction-cross-out","RENDERS","true","true","false","To show taking away in a drawing, cross out the objects that leave."
"content/courses/add-subtract-10-k/lessons/koa-02-02.json","koa-02-02","steps.3","c2","koa-subtraction-cross-out","RENDERS","true","true","false","The crossed-out marks stay on the page as a record, but only the plain ones are still in the group."
"content/courses/add-subtract-10-k/lessons/koa-02-03.json","koa-02-03","steps.0","c1","koa-subtraction-act-out","RENDERS","true","true","false","A take-away can be acted out too: children stop playing and go home, one at a time."
"content/courses/add-subtract-10-k/lessons/koa-02-03.json","koa-02-03","steps.3","c2","koa-subtraction-act-out","RENDERS","true","true","false","Each child leaving makes the playing group one smaller."
"content/courses/add-subtract-10-k/lessons/koa-02-04.json","koa-02-04","steps.0","c1","koa-subtraction-sentence","RENDERS","true","true","false","The minus sign records taking away, just as the plus sign records joining."
"content/courses/add-subtract-10-k/lessons/koa-02-04.json","koa-02-04","steps.3","c2","koa-subtraction-sentence","RENDERS","true","true","false","The first number is what you started with, and the second is what left."
"content/courses/add-subtract-10-k/lessons/koa-02-05.json","koa-02-05","steps.0","c1","koa-count-back-left","RENDERS","true","true","false","Whatever the story, the question ""how many are left?"" always asks about what remains."
"content/courses/add-subtract-10-k/lessons/koa-02-05.json","koa-02-05","steps.3","c2","koa-count-back-left","RENDERS","true","true","false","Start at the number you had and count back once for each object that goes."
"content/courses/add-subtract-10-k/lessons/koa-03-01.json","koa-03-01","steps.0","c1","koa-act-out-a-join","RENDERS","true","true","false","An add-to story begins with a group and shows more joining it."
"content/courses/add-subtract-10-k/lessons/koa-03-01.json","koa-03-01","steps.3","c2","koa-addition-sentence","RENDERS","true","true","false","The starting group and added group combine, so the unknown is the new total."
"content/courses/add-subtract-10-k/lessons/koa-03-02.json","koa-03-02","steps.0","c1","koa-take-away-removal","RENDERS","true","true","false","A take-from story begins with a group and shows part of it leaving."
"content/courses/add-subtract-10-k/lessons/koa-03-02.json","koa-03-02","steps.3","c2","koa-subtraction-sentence","RENDERS","true","true","false","The starting group and removed part are known, so the unknown is what remains."
"content/courses/add-subtract-10-k/lessons/koa-03-03.json","koa-03-03","steps.0","c1","koa-join-two-groups","RENDERS","true","true","false","A put-together story names separate parts that combine to form a whole."
"content/courses/add-subtract-10-k/lessons/koa-03-03.json","koa-03-03","steps.3","c2","bar-part-whole","RENDERS","true","true","false","A part-whole model shows that nothing changes; the parts are simply counted together."
"content/courses/add-subtract-10-k/lessons/koa-03-04.json","koa-03-04","steps.0","c1","koa-addition-sentence","RENDERS","true","true","false","A growing group calls for addition because the change makes the amount larger."
"content/courses/add-subtract-10-k/lessons/koa-03-04.json","koa-03-04","steps.3","c2","koa-subtraction-sentence","RENDERS","true","true","false","A shrinking group calls for subtraction because the change makes the amount smaller."
"content/courses/add-subtract-10-k/lessons/koa-03-05.json","koa-03-05","steps.0","c1","koa-add-with-drawing","RENDERS","true","true","false","A complete story drawing shows the starting objects and the change that happens."
"content/courses/add-subtract-10-k/lessons/koa-03-05.json","koa-03-05","steps.3","c2","koa-subtraction-cross-out","RENDERS","true","true","false","Marks that join or cross out objects make the story's action visible."
"content/courses/add-subtract-10-k/lessons/koa-03-06.json","koa-03-06","steps.0","c1","ten-frame-make-ten","RENDERS","true","true","false","Small sums can be organized on a frame so their parts and total are visible at once."
"content/courses/add-subtract-10-k/lessons/koa-03-06.json","koa-03-06","steps.3","c2","tens-partners","RENDERS","true","true","false","Repeated practice links each pair of parts to its total for quick recall."
"content/courses/add-subtract-10-k/lessons/koa-03-07.json","koa-03-07","steps.0","c1","koa-count-back-left","RENDERS","true","true","false","A subtraction fact shows a whole, a removed part, and the part left behind."
"content/courses/add-subtract-10-k/lessons/koa-03-07.json","koa-03-07","steps.3","c2","fact-family","RENDERS","true","true","false","Related addition and subtraction facts use the same parts and whole."
"content/courses/add-subtract-10-k/lessons/koa-03-08.json","koa-03-08","steps.0","c1","count-on-small","RENDERS","true","true","false","Adding a single item moves forward to the next counting number."
"content/courses/add-subtract-10-k/lessons/koa-03-08.json","koa-03-08","steps.3","c2","count-back-hops","RENDERS","true","true","false","Removing a single item moves backward to the counting number before."
"content/courses/add-subtract-10-k/lessons/koa-03-09.json","koa-03-09","steps.0","c1","as-add-zero","RENDERS","true","true","false","Adding zero leaves a group unchanged because no objects join it."
"content/courses/add-subtract-10-k/lessons/koa-03-09.json","koa-03-09","steps.3","c2","pra-subtract-zero","RENDERS","true","true","false","Subtracting zero leaves a group unchanged because no objects are removed."
"content/courses/add-subtract-10-k/lessons/koa-03-10.json","koa-03-10","steps.0","c1","as100-four-tools","RENDERS","true","true","false","Mixed facts require recognizing whether the group joins, separates, or stays unchanged."
"content/courses/add-subtract-10-k/lessons/koa-03-10.json","koa-03-10","steps.3","c2","fact-family","RENDERS","true","true","false","Fluent recall remains grounded in the relationships among parts and whole."
"content/courses/add-subtract-100/lessons/as100-01-01.json","as100-01-01","steps.0","c1","doubles-mirror","RENDERS","true","true","false","A **double** is the same number twice, like a mirror. 6 + 6 = 12."
"content/courses/add-subtract-100/lessons/as100-01-01.json","as100-01-01","steps.3","c2","as100-doubles","RENDERS","true","true","false","Doubles land on **even** numbers: 10, 12, 14, 16, 18, 20. Learn them and they're instant."
"content/courses/add-subtract-100/lessons/as100-01-02.json","as100-01-02","steps.0","c1","near-double","RENDERS","true","true","false","Neighbors like 7 + 8 are **near doubles**: double 7 is 14, one more is 15."
"content/courses/add-subtract-100/lessons/as100-01-02.json","as100-01-02","steps.3","c2","as100-near-doubles","RENDERS","true","true","false","Near doubles land on **odd** numbers: 11, 13, 15, 17 — one past an even double."
"content/courses/add-subtract-100/lessons/as100-01-03.json","as100-01-03","steps.0","c1","as100-four-tools","RENDERS","true","true","false","You own four tools: doubles, near doubles, make ten, count on. Pick the fastest for each fact."
"content/courses/add-subtract-100/lessons/as100-01-03.json","as100-01-03","steps.3","c2","as100-name-tool","RENDERS","true","true","false","Speed comes from choosing, not rushing. See the fact, name the tool, answer."
"content/courses/add-subtract-100/lessons/as100-02-01.json","as100-02-01","steps.0","c1","tens-plus-tens","RENDERS","true","true","false","Adding tens is like adding ones. 3 tens + 4 tens = 7 tens, so 30 + 40 = 70."
"content/courses/add-subtract-100/lessons/as100-02-01.json","as100-02-01","steps.3","c2","as100-add-tens-zero","RENDERS","true","true","false","The ones digit stays 0 when you add whole tens — only the tens digit changes."
"content/courses/add-subtract-100/lessons/as100-02-02.json","as100-02-02","steps.0","c1","as100-add-ones-39","RENDERS","true","true","false","Ones join the ones. 34 + 5: the 5 joins the 4, making 39. The 3 tens don't change."
"content/courses/add-subtract-100/lessons/as100-02-02.json","as100-02-02","steps.3","c2","as100-only-ones-79","RENDERS","true","true","false","Add ones to the ones digit — never to the tens digit. 71 + 8 changes only the 1."
"content/courses/add-subtract-100/lessons/as100-02-03.json","as100-02-03","steps.0","c1","as100-add-by-place-86","RENDERS","true","true","false","Add tens with tens, ones with ones. 34 + 52: tens 3+5=8, ones 4+2=6, so 86."
"content/courses/add-subtract-100/lessons/as100-02-03.json","as100-02-03","steps.3","c2","as100-split-join-88","RENDERS","true","true","false","Split, add, join: 61 + 27 is 60+20 and 1+7 — that's 80 and 8, so 88."
"content/courses/add-subtract-100/lessons/as100-02-04.json","as100-02-04","steps.0","c1","regroup-bundle","RENDERS","true","true","false","37 + 25: the ones make 12 — too many! Trade ten ones for a rod: 6 tens 2 ones, 62."
"content/courses/add-subtract-100/lessons/as100-02-04.json","as100-02-04","steps.3","c2","as100-trade-ten","RENDERS","true","true","false","The traded rod joins the tens. Never drop it, never keep the ten loose ones."
"content/courses/add-subtract-100/lessons/as100-03-01.json","as100-03-01","steps.0","c1","as100-sub-tens-40","RENDERS","true","true","false","Subtracting tens is like subtracting ones. 7 tens − 3 tens = 4 tens, so 70 − 30 = 40."
"content/courses/add-subtract-100/lessons/as100-03-01.json","as100-03-01","steps.3","c2","as100-sub-tens-zero","RENDERS","true","true","false","The ones digit stays 0 when whole tens leave — only the tens digit shrinks."
"content/courses/add-subtract-100/lessons/as100-03-02.json","as100-03-02","steps.0","c1","as100-take-ones-53","RENDERS","true","true","false","Ones leave the ones. 58 − 5: the 5 leaves the 8, making 53. The 5 tens hold still."
"content/courses/add-subtract-100/lessons/as100-03-02.json","as100-03-02","steps.3","c2","as100-only-ones-61","RENDERS","true","true","false","Take ones from the ones digit — never from the tens digit. 65 − 4 changes only the 5."
"content/courses/add-subtract-100/lessons/as100-03-03.json","as100-03-03","steps.0","c1","as100-sub-by-place-34","RENDERS","true","true","false","Take tens from tens, ones from ones. 86 − 52: tens 8−5=3, ones 6−2=4, so 34."
"content/courses/add-subtract-100/lessons/as100-03-03.json","as100-03-03","steps.3","c2","as100-split-take-32","RENDERS","true","true","false","Split, take, join: 95 − 63 is 90−60 and 5−3 — that's 30 and 2, so 32."
"content/courses/add-subtract-100/lessons/as100-03-04.json","as100-03-04","steps.0","c1","unbundle-break","RENDERS","true","true","false","62 − 37: only 2 ones, but 7 must leave. Break a rod: 5 tens 12 ones. Now 12−7 and 5−3: 25."
"content/courses/add-subtract-100/lessons/as100-03-04.json","as100-03-04","steps.3","c2","as100-break-ten","RENDERS","true","true","false","Two traps: flipping subtraction and forgetting that trading **1 ten** leaves **1 fewer ten**. The broken rod is spent!"
"content/courses/add-subtract-100/lessons/as100-04-01.json","as100-04-01","steps.0","c1","two-step-bar","RENDERS","true","true","false","Some stories take **two steps**. 18 birds land, 24 more come, then 15 fly off: 18 + 24 − 15 = 27."
"content/courses/add-subtract-100/lessons/as100-04-01.json","as100-04-01","steps.4","c2","as100-two-step-order","RENDERS","true","true","false","The order matters: do the **first thing that happens** first. A word like *then* or *after* points to step two."
"content/courses/add-subtract-100/lessons/as100-04-02.json","as100-04-02","steps.0","c1","as100-story-trade-25","RENDERS","true","true","false","Two-step stories often need a trade. 52 stickers, give away 27 (that's 25), then get 13 back: 25 + 13 = 38."
"content/courses/add-subtract-100/lessons/as100-04-02.json","as100-04-02","steps.3","c2","as100-add-trade-63","RENDERS","true","true","false","A story can also **add** into a trade. 46 + 17: ones 6 + 7 make 13, so trade a ten → 63."
"content/courses/add-subtract-100/lessons/as100-04-03.json","as100-04-03","steps.0","c1","as100-choose-steps","RENDERS","true","true","false","The hard part is **choosing** the steps. Gained, found, more → add. Gave, lost, used → subtract. Then do them in order."
"content/courses/add-subtract-100/lessons/as100-04-03.json","as100-04-03","steps.3","c2","as100-keyword-trap","RENDERS","true","true","false","Beware the keyword trap: *more* does not always mean add. ""How many **more** does Sam have?"" is a compare — that's a subtraction."
"content/courses/add-subtract-100/lessons/as100-05-01.json","as100-05-01","steps.0","c1","pair-up","RENDERS","true","true","false","Line a number up in **pairs**. If none is left over, it's **even** (like 8). If one is left alone, it's **odd** (like 7)."
"content/courses/add-subtract-100/lessons/as100-05-01.json","as100-05-01","steps.3","c2","as100-odd-even","RENDERS","true","true","false","Shortcut: check the **last digit**. Ends in 0, 2, 4, 6, 8 → even. Ends in 1, 3, 5, 7, 9 → odd."
"content/courses/add-subtract-100/lessons/as100-05-02.json","as100-05-02","steps.0","c1","as100-even-even","RENDERS","true","true","false","Two evens always make an even: 4 + 6 = 10. Both pair up cleanly, so their total does too. **even + even = even.**"
"content/courses/add-subtract-100/lessons/as100-05-02.json","as100-05-02","steps.3","c2","as100-even-odd","RENDERS","true","true","false","**odd + even = odd.** One leftover has no partner: 4 + 7 = 11. And doubles are always even — they pair perfectly."
"content/courses/add-subtract-1000-g2/lessons/g2b-01-01.json","g2b-01-01","steps.0","c1","skip-count-line","RENDERS","true","true","false","Three hundreds plus two hundreds make five hundreds. So 300 + 200 = 500."
"content/courses/add-subtract-1000-g2/lessons/g2b-01-01.json","g2b-01-01","steps.3","c2","skip-count-line","RENDERS","true","true","false","Whole hundreds have 0 tens and 0 ones. Add the hundreds; the other places stay 0."
"content/courses/add-subtract-1000-g2/lessons/g2b-01-01.json","g2b-01-01","remedials.0.concept","rem-g2b-add-hundreds-c","skip-count-line","RENDERS","true","true","false","Whole hundreds have 0 tens and 0 ones. Add the hundreds; the other places stay 0."
"content/courses/add-subtract-1000-g2/lessons/g2b-01-02.json","g2b-01-02","steps.0","c1","pv1000-decompose","RENDERS","true","true","false","Add each place: ones with ones, tens with tens, and hundreds with hundreds."
"content/courses/add-subtract-1000-g2/lessons/g2b-01-02.json","g2b-01-02","steps.3","c2","pv1000-decompose","RENDERS","true","true","false","If no place makes 10, no trade is needed. Add each column on its own."
"content/courses/add-subtract-1000-g2/lessons/g2b-01-02.json","g2b-01-02","remedials.0.concept","rem-g2b-add-no-trade-c","pv1000-decompose","RENDERS","true","true","false","If no place makes 10, no trade is needed. Add each column on its own."
"content/courses/add-subtract-1000-g2/lessons/g2b-01-03.json","g2b-01-03","steps.0","c1","pv1000-trade-ones","RENDERS","true","true","false","If the ones make 10 or more, trade 10 ones for 1 ten. The value stays the same."
"content/courses/add-subtract-1000-g2/lessons/g2b-01-03.json","g2b-01-03","steps.3","c2","pv1000-trade-ones","RENDERS","true","true","false","Write the new ten in the tens place. Then add the tens."
"content/courses/add-subtract-1000-g2/lessons/g2b-01-03.json","g2b-01-03","remedials.0.concept","rem-g2b-trade-ones-c","pv1000-trade-ones","RENDERS","true","true","false","Write the new ten in the tens place. Then add the tens."
"content/courses/add-subtract-1000-g2/lessons/g2b-01-04.json","g2b-01-04","steps.0","c1","pv1000-cascade","RENDERS","true","true","false","If the tens make 10 or more, trade 10 tens for 1 hundred."
"content/courses/add-subtract-1000-g2/lessons/g2b-01-04.json","g2b-01-04","steps.3","c2","pv1000-cascade","RENDERS","true","true","false","The same rule works in every place: 10 of one unit make 1 of the next unit."
"content/courses/add-subtract-1000-g2/lessons/g2b-01-04.json","g2b-01-04","remedials.0.concept","rem-g2b-trade-tens-c","pv1000-cascade","RENDERS","true","true","false","The same rule works in every place: 10 of one unit make 1 of the next unit."
"content/courses/add-subtract-1000-g2/lessons/g2b-01-05.json","g2b-01-05","steps.0","c1","pv1000-stadium","RENDERS","true","true","false","Some sums need two trades. Trade 10 ones for 1 ten, then trade 10 tens for 1 hundred."
"content/courses/add-subtract-1000-g2/lessons/g2b-01-05.json","g2b-01-05","steps.3","c2","pv1000-stadium","RENDERS","true","true","false","Start with the ones. Each new unit is ready when you move to the next place."
"content/courses/add-subtract-1000-g2/lessons/g2b-01-05.json","g2b-01-05","remedials.0.concept","rem-g2b-two-trades-c","pv1000-stadium","RENDERS","true","true","false","Start with the ones. Each new unit is ready when you move to the next place."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-01.json","g2b-02-01","steps.0","c1","pv1000-decompose","RENDERS","true","true","false","Subtract by place when each top digit has enough: ones, then tens, then hundreds."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-01.json","g2b-02-01","steps.3","c2","pv1000-decompose","RENDERS","true","true","false","No trade is needed. Subtract ones from ones, tens from tens, and hundreds from hundreds."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-01.json","g2b-02-01","remedials.0.concept","rem-g2b-sub-no-trade-c","pv1000-decompose","RENDERS","true","true","false","No trade is needed. Subtract ones from ones, tens from tens, and hundreds from hundreds."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-02.json","g2b-02-02","steps.0","c1","pv1000-trade-down","RENDERS","true","true","false","If there are not enough ones, break 1 ten into 10 ones. The total stays the same."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-02.json","g2b-02-02","steps.3","c2","pv1000-trade-down","RENDERS","true","true","false","After the trade, there is 1 fewer ten and 10 more ones. Now subtract."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-02.json","g2b-02-02","remedials.0.concept","rem-g2b-break-ten-c","pv1000-trade-down","RENDERS","true","true","false","After the trade, there is 1 fewer ten and 10 more ones. Now subtract."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-03.json","g2b-02-03","steps.0","c1","pv1000-cascade-down","RENDERS","true","true","false","If there are not enough tens, break 1 hundred into 10 tens."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-03.json","g2b-02-03","steps.3","c2","pv1000-cascade-down","RENDERS","true","true","false","After the trade, there is 1 fewer hundred and 10 more tens. Now subtract."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-03.json","g2b-02-03","remedials.0.concept","rem-g2b-break-hundred-c","pv1000-cascade-down","RENDERS","true","true","false","After the trade, there is 1 fewer hundred and 10 more tens. Now subtract."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-04.json","g2b-02-04","steps.0","c1","pv1000-cascade-down","RENDERS","true","true","false","A 0 in the tens place cannot give a ten to the ones. First break 1 hundred into 10 tens."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-04.json","g2b-02-04","steps.3","c2","pv1000-trade-down","RENDERS","true","true","false","Then break 1 of those tens into 10 ones. The number's value stays the same."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-04.json","g2b-02-04","remedials.0.concept","rem-g2b-across-zero-c","pv1000-trade-down","RENDERS","true","true","false","Then break 1 of those tens into 10 ones. The number's value stays the same."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-05.json","g2b-02-05","steps.0","c1","pv1000-skip-anywhere","RENDERS","true","true","false","Ten more adds 1 ten; ten less takes 1 ten. Ones stay the same. Hundreds change only across a hundred."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-05.json","g2b-02-05","steps.3","c2","pv1000-skip-anywhere","RENDERS","true","true","false","For 457, ten more is 467, then 477. Only the tens digit changes."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-05.json","g2b-02-05","remedials.0.concept","rem-g2b-mental-ten-c","pv1000-skip-anywhere","RENDERS","true","true","false","For 457, ten more is 467, then 477. Only the tens digit changes."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-06.json","g2b-02-06","steps.0","c1","skip-count-line","RENDERS","true","true","false","One hundred more adds 1 hundred. One hundred less takes away 1 hundred."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-06.json","g2b-02-06","steps.3","c2","skip-count-line","WITHHELD_BLOCKLIST_FINGERPRINT","true","false","true","Start at 200 and add 100 each time: 200, 300, 400, 500, 600. Only the hundreds digit changes."
"content/courses/add-subtract-1000-g2/lessons/g2b-02-06.json","g2b-02-06","remedials.0.concept","rem-g2b-mental-hundred-c","skip-count-line","WITHHELD_BLOCKLIST_FINGERPRINT","true","false","true","Start at 200 and add 100 each time: 200, 300, 400, 500, 600. Only the hundreds digit changes."
"content/courses/add-subtract-1000-g2/lessons/g2b-03-01.json","g2b-03-01","steps.0","c1","pv3-jump","RENDERS","true","true","false","An open number line shows addition as jumps. Use large jumps for hundreds and tens."
"content/courses/add-subtract-1000-g2/lessons/g2b-03-01.json","g2b-03-01","steps.3","c2","pv3-jump","RENDERS","true","true","false","To find 467 + 30, make three jumps of 10: 477, 487, 497."
"content/courses/add-subtract-1000-g2/lessons/g2b-03-01.json","g2b-03-01","remedials.0.concept","rem-g2b-open-line-c","pv3-jump","RENDERS","true","true","false","To find 467 + 30, make three jumps of 10: 477, 487, 497."
"content/courses/add-subtract-1000-g2/lessons/g2b-03-02.json","g2b-03-02","steps.0","c1","pv1000-same-value","RENDERS","true","true","false","A trade renames a number without changing its value. One hundred equals 10 tens."
"content/courses/add-subtract-1000-g2/lessons/g2b-03-02.json","g2b-03-02","steps.3","c2","pv1000-same-value","RENDERS","true","true","false","Two hundreds, 14 tens, and 3 ones have the same value as 343."
"content/courses/add-subtract-1000-g2/lessons/g2b-03-02.json","g2b-03-02","remedials.0.concept","rem-g2b-why-trade-c","pv1000-same-value","RENDERS","true","true","false","Two hundreds, 14 tens, and 3 ones have the same value as 343."
"content/courses/add-subtract-1000-g2/lessons/g2b-03-03.json","g2b-03-03","steps.0","c1","pv1000-trade-ones","RENDERS","true","true","false","A clear explanation names the trade and tells why the value stays equal."
